"uuid","Objectnummer","Geïmporteerd vanuit VH (Project 1)","Export naar VH (Project 2)","Geëxporteerd naar VH (Project 2)","Serienaam VH (Project 2)","Naar krant-en-fotos.nl","thumbnail","t2_serie_name","t3_description","t3_entry_number","t3_log_page_id","t3_vh_entry_number","t3_catalog_card","t4_keyword","t4_correct"
"5a037b8b-1593-7c51-a763-1e95089a1e96","NL-HlmNHA_1478_26572K00_08","1","1","1","random_12","","","Kleinbeeld 1986","Sloop panden Houtplein","{120434}","","","{""Sloop, slopen, sloperijen""}","{42b2daf6-eaad-a3eb-ab9e-d31c080765c3,ea81c655-a3aa-a8ee-b6dc-bac32fa65f5a,bdc7a6c2-432f-cb2c-de8f-275265effcdc,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6}","{NULL,NULL,NULL,NULL,NULL}"
"5a03a7dc-121b-ecd2-d083-9c57f90b019d","NL-HlmNHA_1478_09944K00_19","1","1","1","random_10","1","","Kleinbeeld 1971","Stoplichten bij Tolweg IJmuiden","{50106}","","","{""Verkeer, veilig verkeer""}","{42b2daf6-eaad-a3eb-ab9e-d31c080765c3,020c70ac-8e33-8820-4f8f-e6965b48ee71,38226bd1-158d-2be7-dd1e-154630710f05,9c838793-6993-d946-2f2d-16592a3bd6ac,d454f996-fd20-a1c2-16a8-3a0d7acd47b7}","{NULL,NULL,NULL,NULL,NULL}"
"5a03c32a-1c66-b42b-1659-d8a30cca0d49","NL-HlmNHA_1478_18475K01_05","1","1","1","random_18","","","Kleinbeeld 1979","Repro: Rijksstraatweg IJmuiden","{82560}","","","{Straten}","{38226bd1-158d-2be7-dd1e-154630710f05,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,bdc7a6c2-432f-cb2c-de8f-275265effcdc,0988d5f4-bb6f-b657-7e61-630e9eeb5d04,020c70ac-8e33-8820-4f8f-e6965b48ee71}","{NULL,NULL,NULL,NULL,NULL}"
"5a0a9f0e-f602-f1df-d85a-9efacc26303a","NL-HlmNHA_1478_06800K00_19","1","1","1","random_14","","","Kleinbeeld 1969","Dame met tamme zeemeeuw","{39817}","","","{Dieren}","{57c77c9c-655f-ac10-9b42-d2640f84ed62,d984e757-c661-3bf1-c480-e21b97f7078d,086db4c8-b874-7d48-1944-e81f0030d0d6,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,faa411ec-382f-26ad-ec27-5f8767bfb692}","{NULL,NULL,NULL,NULL,NULL}"
"5a1514c6-769b-6b01-94cf-e94fa86809dc","NL-HlmNHA_1478_11744K00_12","1","1","1","random_18","1","","Kleinbeeld 1973","Portret van aanvoerder v.d. Ham","{54000}","","","{Portretten}","{2fa16a49-b6ce-5bc4-1a2e-cb05b4242c95,9a1710fc-278e-c11e-e3d5-5c4587324dd3,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,25fa0c76-63dd-58be-0265-8fcfa54db6e1}","{NULL,NULL,NULL,NULL,NULL}"
"5a1722b9-9689-f097-7099-b189472a5bcf","NL-HlmNHA_1478_25395K02_04","1","1","1","random_16","","","Kleinbeeld 1985","Aankomst Sail schepen in IJmuiden","{114907}","","","{Sail}","{25fa0c76-63dd-58be-0265-8fcfa54db6e1,20f2779d-9c21-0052-9289-52040fb4d54e,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,87757ebc-289d-32e3-6749-cfc41f17ca64}","{NULL,NULL,NULL,NULL,NULL}"
"5a187cb6-3bb3-aa7c-6c3c-721bf6aa05cc","NL-HlmNHA_1478_22368K02_03","1","1","1","random_3","","","Kleinbeeld 1982","Paling rokerij Balm Spaarndam","{98482}","","","{""Visserij e.a., vishandelaren, vissen""}","{a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,f98728e0-b7a0-5cd8-328e-b529fb4b1989,c5dbd797-e798-e24d-b0d6-e57f7c907d38,04c8f727-f4be-4673-47ef-c6cb161bb0b3,57c77c9c-655f-ac10-9b42-d2640f84ed62}","{NULL,NULL,NULL,NULL,NULL}"
"5a1b11d6-0c30-737f-9b27-830ee1ae508e","NL-HlmNHA_1478_06839K00_20","1","1","1","random_4","","","Kleinbeeld 1969","Hr. Ilbrink HIN","{40016}","","","{Personen}","{a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,716595d3-8302-c8ce-3dd7-cc094a31a170,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,5059b072-8b5c-827a-9424-d69e55eb1a91}","{NULL,NULL,NULL,NULL,NULL}"
"5a1ea91d-548e-e625-f4c2-80d80a3db8ca","NL-HlmNHA_1478_17191K00_28","1","1","1","random_7","1","","Kleinbeeld 1978","Kade vishal B, IJmuiden","{78006}","","","{""Visserij e.a., vishandelaren, vissen""}","{02f9b8eb-0589-ec17-0761-8169a98791f7,989f2e1f-d01f-c447-eac9-c9cf7b68d5a7,bdc7a6c2-432f-cb2c-de8f-275265effcdc,ea81c655-a3aa-a8ee-b6dc-bac32fa65f5a,ae1ee599-e9cc-f5cd-fd36-1928117575cb}","{NULL,NULL,NULL,NULL,NULL}"
"5a227775-4048-ce79-d6d1-4469e847740d","NL-HlmNHA_1478_21974K00_25","1","1","1","random_14","","","Kleinbeeld 1982","Prijsuitreiking wereldkampioenschap Klaverjassen Haarlem","{97134}","","","{Klaverjassen}","{716595d3-8302-c8ce-3dd7-cc094a31a170,87757ebc-289d-32e3-6749-cfc41f17ca64,f4f08a49-64fe-3e88-1350-1341528c6b94,b020c660-15d6-f348-e506-e5ef93f721b0,dfda4e8b-b37e-63e8-7cd9-c560d66fe841}","{NULL,NULL,NULL,NULL,NULL}"
"5a259f43-73bf-294d-8c51-1fa7aedd3c99","NL-HlmNHA_1478_24284K02_02","1","1","1","random_12","","","Kleinbeeld 1984","Garagedeur met koeien Santpoort","{108204}","","","{Koeien}","{d5618bae-755d-e676-951b-5c23f96607e7,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,ea81c655-a3aa-a8ee-b6dc-bac32fa65f5a,0199e8d2-824a-b19a-be6a-5ee3beb624b5,bdc7a6c2-432f-cb2c-de8f-275265effcdc}","{NULL,NULL,NULL,NULL,NULL}"
"5a277a7a-e0a4-78e0-f3bc-3e791ae08577","NL-HlmNHA_1478_27090K00_31","1","1","1","random_14","","","Kleinbeeld 1986","Kijkdag Bouwes","{123013}","","","{""Bouwes Zandvoort""}","{a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6,1da309e9-56e8-882f-b48d-b88bd69e3fab,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,57c77c9c-655f-ac10-9b42-d2640f84ed62,9e9bc5f1-d892-9c81-a462-f268b6f8816d}","{NULL,NULL,NULL,NULL,NULL}"
"5a289a7e-4524-6228-e996-5b83e1f49069","NL-HlmNHA_1478_29775K00_41","1","1","1","random_8","","","Kleinbeeld 1988","Manifestatie IJmond tegen verarming in Beverwijk","{136509}","","","{Manifestatie}","{f4f08a49-64fe-3e88-1350-1341528c6b94,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,8baa6a68-94d5-862f-803f-fda90117a4d5,4bf7374b-084e-6d72-b196-d4e418254682,706a532f-8468-4566-b226-969428487150}","{NULL,NULL,NULL,NULL,NULL}"
"5a29e0fd-7875-5caa-072d-1dbaab3e7690","NL-HlmNHA_1478_05275K00_15","1","1","1","random_13","","","Kleinbeeld 1967","Overzicht bollenvelden Nijssen","{33933}","","","{""Bollen en bollenstreek, bollenveld, bollen""}","{c5d5be73-6728-d8d2-2487-788fca9a3138,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,c3cd755d-34c8-d31c-072d-02b34142daba,d5a80a03-d4c9-079d-407e-429bb38fe5d0,20f2779d-9c21-0052-9289-52040fb4d54e}","{NULL,NULL,NULL,NULL,NULL}"
"5a2b4e62-67a3-4c31-3686-073ba31685c6","NL-HlmNHA_1478_25194K00_13","1","1","1","random_6","","","Kleinbeeld 1985","Kunst in Beeckesteyn","{113839}","","","{""Kunst en kunstvoorwerpen""}","{0199e8d2-824a-b19a-be6a-5ee3beb624b5,66d3272b-dc63-c875-b7a1-a15f38b87df4,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,9571146c-71de-7477-b892-3c6f0dba1d7e,f8c85b25-dcf2-b36d-56ce-c3258c3ec853}","{NULL,NULL,NULL,NULL,NULL}"
"5a31550c-6428-d559-43a8-b5160a7386fe","NL-HlmNHA_1478_14094K00_09","1","1","1","random_10","1","","Kleinbeeld 1975","Afscheid adjudant Hartendorp Politie Velsen","{63630}","","","{Politie}","{dfda4e8b-b37e-63e8-7cd9-c560d66fe841,716595d3-8302-c8ce-3dd7-cc094a31a170,9b975476-aa14-6e4d-1d71-e7db3d82285e,7e4878ac-2e24-1ea0-2772-47302843ec4c,9c9fdd99-5832-a001-3ac0-6938d00e4c74}","{NULL,NULL,NULL,NULL,NULL}"
"5a35a6e3-181c-b91b-c560-e238967aaa3c","NL-HlmNHA_1478_18675K00_10","1","1","1","random_11","1","","Kleinbeeld 1979","College B + W Beverwijk","{83290}","","","{""Gemeenteraad Beverwijk""}","{9c9fdd99-5832-a001-3ac0-6938d00e4c74,4bf7374b-084e-6d72-b196-d4e418254682,43642043-b5da-888a-ccc7-f6715167a42a,5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8}","{NULL,NULL,NULL,NULL,NULL}"
"5a3f1971-bcbe-c8aa-ba08-904142b991fe","NL-HlmNHA_1478_29058K00_24","1","1","1","random_12","","","Kleinbeeld 1988","Hans Werdekker straatvoetbal Da Costastraat","{132825}","","","{""Voetbal personen en trainers""}","{169266ec-658f-c05e-7560-27327865a82f,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,66d3272b-dc63-c875-b7a1-a15f38b87df4,57c77c9c-655f-ac10-9b42-d2640f84ed62}","{NULL,NULL,NULL,NULL,NULL}"
"5a494a2e-a089-26a2-ea36-f4692b972d21","NL-HlmNHA_1478_15355K00_02","1","1","1","random_13","1","","Kleinbeeld 1977","500ste personeelslid HD","{70486}","","","{""Haarlems Dagblad e.d. en IJmuider Courant en Koeri""}","{e15f3c52-5da4-d870-00e8-a29b1f5045af,f6876290-a31d-be25-9f48-714bd581b8cb,9b975476-aa14-6e4d-1d71-e7db3d82285e,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,716595d3-8302-c8ce-3dd7-cc094a31a170}","{NULL,NULL,NULL,NULL,NULL}"
"5a4cef1a-e3fd-dbca-cf8a-e91cc7d3f45e","NL-HlmNHA_1478_01099K02_01","1","1","1","random_17","","","Kleinbeeld 1963","N.A.V. Autorace op circuit van Zandvoort","{25491,25490}","","","{""Circuit Zandvoort"",Zandvoort}","{72f3d178-5079-6d8f-3052-c433bf564b98,5f261977-2ee0-3e45-8ad7-53ab45d2a466,66d3272b-dc63-c875-b7a1-a15f38b87df4,c72acb29-8c2b-28f0-376c-bcc717573275,a89ec6db-8856-594e-7266-5aa73abf4e93}","{NULL,NULL,NULL,NULL,NULL}"
"5a4ee0ad-c853-6655-5bdb-ce416c1ec135","NL-HlmNHA_1478_18035K01_31","1","1","1","random_18","1","","Kleinbeeld 1979","Receptie VV Stormvogels","{80879,80880}","","","{Recepties,""Voetbal V.S.V., Velsen, Stormvogels""}","{716595d3-8302-c8ce-3dd7-cc094a31a170,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,25fa0c76-63dd-58be-0265-8fcfa54db6e1,1da309e9-56e8-882f-b48d-b88bd69e3fab,8baa6a68-94d5-862f-803f-fda90117a4d5}","{NULL,NULL,NULL,NULL,NULL}"
"5a553c07-1daa-a6e1-bf0f-897d55d333fe","NL-HlmNHA_1478_16060K01_31","1","1","1","random_7","1","","Kleinbeeld 1977","Woonboot Theo Schoen","{73527}","","","{Woonschepen}","{50359b71-5e1d-c81b-e550-e819280d3bcc,1deda0df-3044-4c88-6734-f142d36e45ec,f6876290-a31d-be25-9f48-714bd581b8cb,989f2e1f-d01f-c447-eac9-c9cf7b68d5a7,0988d5f4-bb6f-b657-7e61-630e9eeb5d04}","{NULL,NULL,NULL,NULL,NULL}"
"5a55526e-8990-7149-9712-1f0f7437409a","NL-HlmNHA_1478_29192K00_18","1","1","1","random_6","","","Kleinbeeld 1988","Rondleiding Bavo, Grote Markt","{133392}","","","{""Rondleiding en rondgang""}","{43642043-b5da-888a-ccc7-f6715167a42a,0748aced-128a-a382-b7bc-62c853c16119,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6,57c77c9c-655f-ac10-9b42-d2640f84ed62,9e9bc5f1-d892-9c81-a462-f268b6f8816d}","{NULL,NULL,NULL,NULL,NULL}"
"5a68ac97-3be3-12c3-e14d-db258e57c63b","NL-HlmNHA_1478_02244K00_11","1","1","1","random_2","","","Kleinbeeld 1964","Straat zonder naambord in Schalkwijk","{26419}","","","{Straten}","{8e826567-c7db-d67c-61c8-23917f87030b,bdc7a6c2-432f-cb2c-de8f-275265effcdc,9571146c-71de-7477-b892-3c6f0dba1d7e,caf0c391-4402-4ce1-f102-dde61dace211,5059b072-8b5c-827a-9424-d69e55eb1a91}","{NULL,NULL,NULL,NULL,NULL}"
"5a6a2961-4126-51af-2035-3bf647e04a7c","NL-HlmNHA_1478_24238K00_03","1","1","1","random_4","","","Kleinbeeld 1984","Uitlopers Kagerplas vervuild, Hanepoel en Huigsloot","{107898}","","","{Water}","{ae1ee599-e9cc-f5cd-fd36-1928117575cb,faa411ec-382f-26ad-ec27-5f8767bfb692,f6876290-a31d-be25-9f48-714bd581b8cb,0988d5f4-bb6f-b657-7e61-630e9eeb5d04,9a69c879-9fd6-d3b5-dc69-5e144700a61c}","{NULL,NULL,NULL,NULL,NULL}"
"5a6e1157-44c1-7dd0-47e0-2e73917a0b38","NL-HlmNHA_1478_18911K00_24","1","1","1","random_13","","","Kleinbeeld 1980","Heer De Wit Intermediair Amsterdam","{84232}","","","{""VNU Vereniging Nederlandse Uitgeverijen""}","{a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,227d3a46-6018-7cd5-9d92-598256799b94,d984e757-c661-3bf1-c480-e21b97f7078d,4bf7374b-084e-6d72-b196-d4e418254682}","{NULL,NULL,NULL,NULL,NULL}"
"5a7710c5-f4ef-e962-f1d5-f4b1b0419778","NL-HlmNHA_1478_16685K00_25","1","1","1","random_15","1","","Kleinbeeld 1978","Hr. en Mevr. Beets 60 jr. getrouwd","{76033}","","","{Huwelijk}","{5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,8baa6a68-94d5-862f-803f-fda90117a4d5,43642043-b5da-888a-ccc7-f6715167a42a,716595d3-8302-c8ce-3dd7-cc094a31a170,9c9fdd99-5832-a001-3ac0-6938d00e4c74}","{NULL,NULL,NULL,NULL,NULL}"
"5a7b225a-9df9-f88f-b24b-e809b6efcebf","NL-HlmNHA_1478_16135K01_32","1","1","1","random_14","1","","Kleinbeeld 1977","EDO - Unitas","{73820}","","","{""Voetbal EDO""}","{2cb3db88-c09c-75da-8e3a-1e7fcf184a3c,94fefc39-1f7c-45af-2b52-c4daf0ff5f02,6534e494-1fcd-1784-ba9f-2fd66f3b0e32,a2c04c1b-b694-0bd1-00c3-9cf454601322,c4db0acb-a485-a644-581f-ef8e352c3236}","{NULL,NULL,NULL,NULL,NULL}"
"5a87400b-88e2-c839-7a3d-dee5b7e7dc45","NL-HlmNHA_1478_24581K01_40","1","1","1","random_10","","","Kleinbeeld 1984","Slopen palen spoorlijn IJmuiden","{110091}","","","{Spoorwegen}","{38226bd1-158d-2be7-dd1e-154630710f05,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,02f9b8eb-0589-ec17-0761-8169a98791f7,989f2e1f-d01f-c447-eac9-c9cf7b68d5a7,c047f6be-4061-8fec-7cd0-20b7bffa2c2e}","{NULL,NULL,NULL,NULL,NULL}"
"5a89f202-9309-fb71-a7f4-315e467acfbc","NL-HlmNHA_1478_16081K00_02","1","1","1","random_8","1","","Kleinbeeld 1977","Kennemerraad bij Haarlemse gemeente reiniging","{73602,73601}","","","{Vuilnis,Gemeente}","{ea81c655-a3aa-a8ee-b6dc-bac32fa65f5a,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,d5618bae-755d-e676-951b-5c23f96607e7,c3cd755d-34c8-d31c-072d-02b34142daba}","{NULL,NULL,NULL,NULL,NULL}"
"5aa67a66-dc02-b1e1-7830-7c7c67d0cf87","NL-HlmNHA_1478_29424K00_34","1","1","1","random_11","","","Kleinbeeld 1988","De heer van Voorten, expositie in bejaardenhuis Delftweide","{134564}","","","{Expositie}","{25fa0c76-63dd-58be-0265-8fcfa54db6e1,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,e15f3c52-5da4-d870-00e8-a29b1f5045af,2fa16a49-b6ce-5bc4-1a2e-cb05b4242c95,6687f90e-798d-5a52-6abd-dfd7d9b4bf2a}","{NULL,NULL,NULL,NULL,NULL}"
"5aa69d78-6c34-fbbb-d407-a824191d902d","NL-HlmNHA_1478_10259K00_21","1","1","1","random_17","1","","Kleinbeeld 1972","Ext. flat, IJmuiden","{51014}","","","{Exterieur}","{caf0c391-4402-4ce1-f102-dde61dace211,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,1deda0df-3044-4c88-6734-f142d36e45ec,f6876290-a31d-be25-9f48-714bd581b8cb,50359b71-5e1d-c81b-e550-e819280d3bcc}","{NULL,NULL,NULL,NULL,NULL}"
"5ab147f5-7256-a78e-3197-f1e635031539","NL-HlmNHA_1478_26082K00_08","1","1","1","random_14","","","Kleinbeeld 1986","Hr. Griffioen, Commandeur, Gedempte Oude Gracht, wonen boven de winkel","{118041}","","","{""Wonen en woningsnood""}","{f98728e0-b7a0-5cd8-328e-b529fb4b1989,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,57c77c9c-655f-ac10-9b42-d2640f84ed62,42b2daf6-eaad-a3eb-ab9e-d31c080765c3}","{NULL,NULL,NULL,NULL,NULL}"
"5ab1dbaf-9961-179f-d58d-50ef576b47cc","NL-HlmNHA_1478_28698K00_25","1","1","1","random_8","","","Kleinbeeld 1988","Portret hr. Heller, Santpoort","{131000}","","","{Personen}","{7cc6deb8-3e98-1f09-0dce-e67f36e1f3c4,227d3a46-6018-7cd5-9d92-598256799b94,834c6f5f-6887-8d4e-9a7b-42385d64cf96,4bf7374b-084e-6d72-b196-d4e418254682,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6}","{NULL,NULL,NULL,NULL,NULL}"
"5ab69427-983a-3d3f-1f08-4dd60c43b174","NL-HlmNHA_1478_26914K00_32","1","1","1","random_19","","","Kleinbeeld 1986","Opening Bosrankschool met ballonnen, Hoofddorp","{122178,122177}","","","{""Opening, openingen, in gebruik name"",Scholen}","{25fa0c76-63dd-58be-0265-8fcfa54db6e1,b020c660-15d6-f348-e506-e5ef93f721b0,87757ebc-289d-32e3-6749-cfc41f17ca64,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6,5f261977-2ee0-3e45-8ad7-53ab45d2a466}","{NULL,NULL,NULL,NULL,NULL}"
"5ad4825c-f7b5-af4c-7290-269ac1d96dec","NL-HlmNHA_1478_21705K00_14","1","1","1","random_18","","","Kleinbeeld 1982","Opening voorjaarsbeurs","{96194}","","","{""Opening, openingen, in gebruik name""}","{e15f3c52-5da4-d870-00e8-a29b1f5045af,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,25fa0c76-63dd-58be-0265-8fcfa54db6e1,acde7e0b-44fd-2607-d8a3-e2888b4aacf2,f98728e0-b7a0-5cd8-328e-b529fb4b1989}","{NULL,NULL,NULL,NULL,NULL}"
"5ad62ea7-2c9c-13d7-a448-57be85cf1856","NL-HlmNHA_1478_13576K00_16","1","1","1","random_15","1","","Kleinbeeld 1975","Joegoslaaf Dragan Popadic voor Haarlem","{60388}","","","{""Voetbal personen en trainers""}","{d984e757-c661-3bf1-c480-e21b97f7078d,5f261977-2ee0-3e45-8ad7-53ab45d2a466,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,5059b072-8b5c-827a-9424-d69e55eb1a91,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6}","{NULL,NULL,NULL,NULL,NULL}"
"5ade1910-bd6c-a3be-7f4f-441aeede613f","NL-HlmNHA_1478_13764K00_27","1","1","1","random_3","1","","Kleinbeeld 1975","Elftal ODIN (zaterdag voetbal)","{61540}","","","{Elftallen}","{c4db0acb-a485-a644-581f-ef8e352c3236,e341a269-94d7-9fcf-2d5a-6d03f4b66392,9b975476-aa14-6e4d-1d71-e7db3d82285e,94fefc39-1f7c-45af-2b52-c4daf0ff5f02,2efffa62-03ef-8c07-a898-9a996f30f08f}","{NULL,NULL,NULL,NULL,NULL}"
"5ae84a30-ab24-06ac-d6bc-58cbc6f7ab76","NL-HlmNHA_1478_07471K00_08","1","1","1","random_4","","","Kleinbeeld 1969","Receptie Hr. de Ronde","{42457}","","","{""Noord Zuid Hollandse Vervoersmaatschappij N.V., NZ""}","{716595d3-8302-c8ce-3dd7-cc094a31a170,9a1710fc-278e-c11e-e3d5-5c4587324dd3,4bf7374b-084e-6d72-b196-d4e418254682,43642043-b5da-888a-ccc7-f6715167a42a,9c9fdd99-5832-a001-3ac0-6938d00e4c74}","{NULL,NULL,NULL,NULL,NULL}"
"5af6e203-db77-4b72-d76e-1013dc9e3df9","NL-HlmNHA_1478_26737K00_39","1","1","1","random_7","","","Kleinbeeld 1986","4 panden gesloopt kleine houtstraat","{121185}","","","{""Sloop, slopen, sloperijen""}","{ea81c655-a3aa-a8ee-b6dc-bac32fa65f5a,bdc7a6c2-432f-cb2c-de8f-275265effcdc,c3cd755d-34c8-d31c-072d-02b34142daba,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,d454f996-fd20-a1c2-16a8-3a0d7acd47b7}","{NULL,NULL,NULL,NULL,NULL}"
"5afd29cd-7be9-68d7-6ffd-163dbb28fc95","NL-HlmNHA_1478_06306K00_01","1","1","1","random_3","","","Kleinbeeld 1968","Loco-burgemeester Geluk ontvangt Amerikaanse Softbalsters","{37721}","","","{Softbal}","{f4f08a49-64fe-3e88-1350-1341528c6b94,9b975476-aa14-6e4d-1d71-e7db3d82285e,1da309e9-56e8-882f-b48d-b88bd69e3fab,169266ec-658f-c05e-7560-27327865a82f,dfda4e8b-b37e-63e8-7cd9-c560d66fe841}","{NULL,NULL,NULL,NULL,NULL}"
"5afe0af6-fdab-3bcf-099c-b1e4526261bc","NL-HlmNHA_1478_00454K00_29","1","1","1","random_11","","","Kleinbeeld 1962","Aerdenhouts vrouwenkoor opera ""Dido an Aeneas""","{22907,22906}","","","{Muziek,""Zang en zangkoren""}","{8baa6a68-94d5-862f-803f-fda90117a4d5,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,b020c660-15d6-f348-e506-e5ef93f721b0,4bf7374b-084e-6d72-b196-d4e418254682,9c9fdd99-5832-a001-3ac0-6938d00e4c74}","{NULL,NULL,NULL,NULL,NULL}"
"5b0511f0-179a-a3d7-2dfa-0c02c00215cb","NL-HlmNHA_1478_10866K00_25","1","1","1","random_9","1","","Kleinbeeld 1972","Feest Heliomare, Wijk aan Zee","{53009}","","","{""Festival, festiviteiten en manifestaties""}","{b489c7cd-763e-aee3-dc8b-1d569d3370cb,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,25fa0c76-63dd-58be-0265-8fcfa54db6e1,04c8f727-f4be-4673-47ef-c6cb161bb0b3,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6}","{NULL,NULL,NULL,NULL,NULL}"
"5b0848a5-1a00-9fc2-c04d-cf99ef4f2d3a","NL-HlmNHA_1478_27055K02_01","1","1","1","random_4","","","Kleinbeeld 1986","Fanfare orkest witte tejater IJmuiden","{122894}","","","{Muziek}","{169266ec-658f-c05e-7560-27327865a82f,1047c920-6143-666f-7526-529d662fdfbc,9b975476-aa14-6e4d-1d71-e7db3d82285e,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,b489c7cd-763e-aee3-dc8b-1d569d3370cb}","{NULL,NULL,NULL,NULL,NULL}"
"5b0d3de3-76eb-8cc2-fa56-6d8eb0cedd46","NL-HlmNHA_1478_12306K00_35","1","1","1","random_7","1","","Kleinbeeld 1973","Glazen bij juwelier Frank","{55589}","","","{""Glas in Lood, glasblazerijen, glas algemeen""}","{d454f996-fd20-a1c2-16a8-3a0d7acd47b7,acde7e0b-44fd-2607-d8a3-e2888b4aacf2,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,4e69c87b-3925-1869-c7c2-227208f46c74,5059b072-8b5c-827a-9424-d69e55eb1a91}","{NULL,NULL,NULL,NULL,NULL}"
"5b0fb7f7-6e2e-a86c-29b1-a41e08efbc1f","NL-HlmNHA_1478_03827K00_16","1","1","1","random_15","","","Kleinbeeld 1966","Dumper van pier gevallen","{32516}","","","{""Ongelukken, botsingen, ongevallen""}","{5059b072-8b5c-827a-9424-d69e55eb1a91,0bfe4e84-90fa-72c7-ce6f-2d841f6a84a6,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,0988d5f4-bb6f-b657-7e61-630e9eeb5d04,42b2daf6-eaad-a3eb-ab9e-d31c080765c3}","{NULL,NULL,NULL,NULL,NULL}"
"5b1c726c-1731-5797-978a-9d2c75692216","NL-HlmNHA_1478_25874K01_09","1","1","1","random_16","","","Kleinbeeld 1986","Twee oude dames lopen op straat i.v.m. gladheid","{117096}","","","{Winter}","{0b183ba6-f519-f1b0-0ddc-567830ca44d9,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,020c70ac-8e33-8820-4f8f-e6965b48ee71,1f83148f-2618-e653-12bf-7395f3496f23,19d24d3d-edf3-dceb-0182-0b1836a0ea4f}","{NULL,NULL,NULL,NULL,NULL}"
"5b1d0817-c5a2-81c2-fdda-0883390d9c0f","NL-HlmNHA_1478_03642K01_04","1","1","1","random_8","","","Kleinbeeld 1965","Antiekwinkel Santpoort","{31966}","","","{""Winkels en kiosken""}","{9571146c-71de-7477-b892-3c6f0dba1d7e,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,04c8f727-f4be-4673-47ef-c6cb161bb0b3,0199e8d2-824a-b19a-be6a-5ee3beb624b5,bdc7a6c2-432f-cb2c-de8f-275265effcdc}","{NULL,NULL,NULL,NULL,NULL}"
"5b1eaea6-99b2-5435-e399-ee4924fcf847","NL-HlmNHA_1478_24479K00_30","1","1","1","random_17","","","Kleinbeeld 1984","Demonstratie reddingsbrigade IJmuiden","{109412,109413}","","","{Demonstatie,""Redding, reddingsbrigade, reddingswezen""}","{9a69c879-9fd6-d3b5-dc69-5e144700a61c,0988d5f4-bb6f-b657-7e61-630e9eeb5d04,f6876290-a31d-be25-9f48-714bd581b8cb,50359b71-5e1d-c81b-e550-e819280d3bcc,38226bd1-158d-2be7-dd1e-154630710f05}","{NULL,NULL,NULL,NULL,NULL}"
