uuid,register_number,log_number,card_number,subcollectie,serie_name,preference,description,entry_number,catalog_card,catalog_card_scan,location,person,date,code,log_page_id,object_number,file_uuid,file_name,dam_path
20783325-1a93-01ff-3842-a19389651455,NL-HlmNHA_1478_15451K00,NL-HlmNHA_1478_15451K,00,K,"Kleinbeeld 1977",1977,"Elftal van energie",70947,Elftallen,NHA012000005_E_0071,,,06-04-1977,NL-HlmNHA_1478_15451K,,NL-HlmNHA_1478_15451K00_15,cecb10c5-4dc5-4cb1-0dcd-0663186f09b3,NL-HlmNHA_1478_15451K00_15,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_15451K00/"
4f244cb7-fcee-69a4-bee4-858b65ce5335,NL-HlmNHA_1478_00661K01,NL-HlmNHA_1478_00661K,01,K,"Kleinbeeld 1963",1963,"Werkzaamheden pieren zinkstukken plaatsen",24300|24301,"Werkzaamheden|IJmuiden, Velsen",NHA012000022_W_0183|NHA012000023_Y_0030,,,05-03-1963,NL-HlmNHA_1478_00661K,,NL-HlmNHA_1478_00661K01_03,d62239b7-5250-2753-20e4-2299e8f62cd4,NL-HlmNHA_1478_00661K01_03,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_00661K01/"
1d83d05f-865a-1057-1851-9fc2d7917f52,NL-HlmNHA_1478_29330K01,NL-HlmNHA_1478_29330K,01,K,"Kleinbeeld 1988",1988,"Aanleg skibaan Spaarnwoude",134003,Skisport,NHA012000018_S_0078,Spaarnwoude,,12-07-1988,NL-HlmNHA_1478_29330K,,NL-HlmNHA_1478_29330K01_27,97559292-826b-f3d0-cb6c-7a5a69aaba47,NL-HlmNHA_1478_29330K01_27,"/VeleHanden Fotopersbureau De Boer/Batch_06/NL-HlmNHA_1478_29330K01/"
d883ead9-6367-c396-38b8-b5c2cadc6b29,NL-HlmNHA_1478_13565K00,NL-HlmNHA_1478_13565K,00,K,"Kleinbeeld 1975",1975,"Prijsuitreiking schaatsers in IJmuiden.",60326,Prijsuitreiking,NHA012000016_P_0821,,,17-01-1975,NL-HlmNHA_1478_13565K,,NL-HlmNHA_1478_13565K00_03,46dec2c2-c754-bab2-dcea-ed8286ec29a3,NL-HlmNHA_1478_13565K00_03,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13565K00/"
63421978-34e9-ece0-a5af-4ebeffe81cf0,NL-HlmNHA_1478_25257K01,NL-HlmNHA_1478_25257K,01,K,"Kleinbeeld 1985",1985,"1e paal Keukenhofdreef Lisse",114187,"Eerste paal",NHA012000005_E_0031,"Lisse, Keukenhofdreef",,19-06-1985,NL-HlmNHA_1478_25257K,,NL-HlmNHA_1478_25257K01_27,e64ccf11-05ac-9406-c1e6-f24bdae30817,NL-HlmNHA_1478_25257K01_27,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_25257K01/"
5075503b-97e8-b5b6-2905-216ebfe5ea08,NL-HlmNHA_1478_14068K00,NL-HlmNHA_1478_14068K,00,K,"Kleinbeeld 1975",1975,"Grote Kerk, Haarlem",63427,Kerken,NHA012000011_K_0083,,,18-09-1975,NL-HlmNHA_1478_14068K,,NL-HlmNHA_1478_14068K00_16,b89c332e-6c0c-583b-324d-9e08475ec86d,NL-HlmNHA_1478_14068K00_16,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14068K00/"
f29d1a20-57a5-ab71-3e31-1fcfdaa19a14,NL-HlmNHA_1478_14068K00,NL-HlmNHA_1478_14068K,00,K,"Kleinbeeld 1975",1975,"Prijsuitreiking GRARTS nederland Parklaan",63432,Prijsuitreiking,NHA012000016_P_0821,"Haarlem, Parklaan",,18-09-1975,NL-HlmNHA_1478_14068K,,NL-HlmNHA_1478_14068K00_13,cbbc280e-65f6-eb2e-2944-cfab303482c8,NL-HlmNHA_1478_14068K00_13,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14068K00/"
ada16e98-bbca-f191-4c33-e7e60dd3f9db,NL-HlmNHA_1478_20408K01,NL-HlmNHA_1478_20408K,01,K,"Kleinbeeld 1981",1981,"Zeefdruk van Doris Groeneveld + keramiek van Martine Stolk",90159,"Kunst en kunstvoorwerpen",NHA012000011_K_0417,,"Groeneveld, Doris|Stolk, Martine",19-02-1981,NL-HlmNHA_1478_20408K,,NL-HlmNHA_1478_20408K01_12,c0ba2582-2e07-c600-d821-395985ab6798,NL-HlmNHA_1478_20408K01_12,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_20408K01/"
01840bc3-498e-1af9-1aba-88c6fa0bb1df,NL-HlmNHA_1478_20408K01,NL-HlmNHA_1478_20408K,01,K,"Kleinbeeld 1981",1981,"3 bestuursleden vv Molenwijk",90131,Voetbal,NHA012000021_V_0484,,,19-02-1981,NL-HlmNHA_1478_20408K,,NL-HlmNHA_1478_20408K01_01,d188a4b0-0a42-6b3d-11f7-256c690b65be,NL-HlmNHA_1478_20408K01_01,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_20408K01/"
e480eb3f-2d21-b309-eb2c-17a9bfb0e25e,NL-HlmNHA_1478_05130K00,NL-HlmNHA_1478_05130K,00,K,"Kleinbeeld 1967",1967,"Ooievaar in Groenendaal",33583,Vogels,NHA012000021_V_0347,,,08-05-1967,NL-HlmNHA_1478_05130K,,NL-HlmNHA_1478_05130K00_15,4e6168ce-e113-2fdf-4137-0bb02316ca94,NL-HlmNHA_1478_05130K00_15,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_05130K00/"
bab59eb7-0949-be1b-e62d-e4be8274f0c3,NL-HlmNHA_1478_09922K00,NL-HlmNHA_1478_09922K,00,K,"Kleinbeeld 1971",1971,"Opening Dik Tromschool",50022|50023,"Opening, openingen, in gebruik name|Scholen",NHA012000015_O_0209|NHA012000018_S_0607,,,01-10-1971,NL-HlmNHA_1478_09922K,,NL-HlmNHA_1478_09922K00_01,aa82b07c-016e-c110-dc35-2eb0fe223bb2,NL-HlmNHA_1478_09922K00_01,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_09922K00/"
3aa33834-68c0-8dde-ec6a-a7760552f887,NL-HlmNHA_1478_14106K00,NL-HlmNHA_1478_14106K,00,K,"Kleinbeeld 1975",1975,"Handbal Nederland- Frankrijk",63686,Handbal,NHA012000008_H_0124,,,04-10-1975,NL-HlmNHA_1478_14106K,,NL-HlmNHA_1478_14106K00_29,0945aa58-b7ce-44b4-09f7-f0d8a1463355,NL-HlmNHA_1478_14106K00_29,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14106K00/"
0acfd0b0-9861-8f42-2a83-a6d875e54290,NL-HlmNHA_1478_14106K00,NL-HlmNHA_1478_14106K,00,K,"Kleinbeeld 1975",1975,"Corrine van Morselaar ( schrijfster kinderboeken )",63682,Personen,NHA012000016_P_0241,,"Morselaar, Corrine van",04-10-1975,NL-HlmNHA_1478_14106K,,NL-HlmNHA_1478_14106K00_24,45f096ce-57da-ec2e-e4a7-911d76b8ea98,NL-HlmNHA_1478_14106K00_24,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14106K00/"
e6b7712d-5da4-60ee-b3c0-57f419686593,NL-HlmNHA_1478_06656K00,NL-HlmNHA_1478_06656K,00,K,"Kleinbeeld 1968",1968,"Protestvergadering NVV",39245,Vergaderingen,NHA012000021_V_0087,,,23-11-1968,NL-HlmNHA_1478_06656K,,NL-HlmNHA_1478_06656K00_07,ee13ff20-eff9-7918-39d1-d135c40f93dd,NL-HlmNHA_1478_06656K00_07,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_06656K00/"
e832805a-a675-833a-71c5-31ccbbe421e2,NL-HlmNHA_1478_14958K01,NL-HlmNHA_1478_14958K,01,K,"Kleinbeeld 1976",1976,"Vlag hijsen, Pr. Marijkeschool, H'lem",68734|68735,Scholen|Vlaggen,NHA012000018_S_0592|NHA012000021_V_0275,,,13-10-1976,NL-HlmNHA_1478_14958K,,NL-HlmNHA_1478_14958K01_32,3fe59c58-69a7-36e2-3fa3-606fcf61a390,NL-HlmNHA_1478_14958K01_32,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14958K01/"
6973ae64-0015-2318-784f-d8f24691952b,NL-HlmNHA_1478_14958K01,NL-HlmNHA_1478_14958K,01,K,"Kleinbeeld 1976",1976,"Interieur Ziekenomroep de Branding",68740,Radio,NHA012000017_R_0280,"Hoorddorp, Kruislaan",,14-10-1976,NL-HlmNHA_1478_14958K,,NL-HlmNHA_1478_14958K01_19,4034d6f9-05dc-4091-a7d5-5b6a53fbf703,NL-HlmNHA_1478_14958K01_19,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14958K01/"
88bf6930-22f7-c265-6b6f-468ffa90495d,NL-HlmNHA_1478_07233K00,NL-HlmNHA_1478_07233K,00,K,"Kleinbeeld 1969",1969,"H.M. de Koningin in Texel",41463,"Koninklijke ontvangsten en Koninklijke bezoeken",NHA012000011_K_0272,,,18-06-1969,NL-HlmNHA_1478_07233K,,NL-HlmNHA_1478_07233K00_28,c5dc4183-fbaf-f67b-39bf-4592918f98b2,NL-HlmNHA_1478_07233K00_28,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_07233K00/"
ff2127d5-02e1-5a9f-02fc-d287e639b1e5,NL-HlmNHA_1478_03923K00,NL-HlmNHA_1478_03923K,00,K,"Kleinbeeld 1966",1966,"Nieuwe roulette, Bouwes Palace",32712,"Bouwes Zandvoort",NHA012000002_B_0644,,,12-07-1966,NL-HlmNHA_1478_03923K,,NL-HlmNHA_1478_03923K00_09,4c8ffca3-55bc-0c31-8405-6ff09be26e8e,NL-HlmNHA_1478_03923K00_09,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_03923K00/"
99ec9139-6e09-c877-3844-eedff56d2165,NL-HlmNHA_1478_29903K00,NL-HlmNHA_1478_29903K,00,K,"Kleinbeeld 1988",1988,"KZC - Marijenen",137217,Waterpolo,NHA012000022_W_0053,,,10-12-1988,NL-HlmNHA_1478_29903K,,NL-HlmNHA_1478_29903K00_42,abeee5ac-3d1c-e9de-226e-72f8b0b1ce85,NL-HlmNHA_1478_29903K00_42,"/VeleHanden Fotopersbureau De Boer/Batch_06/NL-HlmNHA_1478_29903K00/"
7df54890-0672-041d-11c6-33f4642e1923,NL-HlmNHA_1478_26708K01,NL-HlmNHA_1478_26708K,01,K,"Kleinbeeld 1986",1986,"Repro computer met tekst",121064,Computers,NHA012000003_C_0140,,,01-09-1986,NL-HlmNHA_1478_26708K,,NL-HlmNHA_1478_26708K01_01,1543e53e-223f-1b5a-8443-3497c44ce359,NL-HlmNHA_1478_26708K01_01,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26708K01/"
8179ed9c-e877-f4d0-e44a-673548908d7b,NL-HlmNHA_1478_17395K01,NL-HlmNHA_1478_17395K,01,K,"Kleinbeeld 1978",1978,"Ext. Nic. Beetsschool H'stede",78744,Scholen,NHA012000018_S_0581,,,23-11-1978,NL-HlmNHA_1478_17395K,,NL-HlmNHA_1478_17395K01_05,af4eb108-e4a2-31e8-676a-5c1436a64177,NL-HlmNHA_1478_17395K01_05,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_17395K01/"
c28cceaf-c94a-a8e5-133f-820ab0e0bbab,NL-HlmNHA_1478_19699K00,NL-HlmNHA_1478_19699K,00,K,"Kleinbeeld 1980",1980,"Overhandiging bij Radio Parade",87350|87351,"Overhandiging en overdrachten|Radio",NHA012000015_O_0350|NHA012000017_R_0282,,,25-08-1980,NL-HlmNHA_1478_19699K,,NL-HlmNHA_1478_19699K00_40,629c0a89-9293-fbf1-2c82-94ac60342ae3,NL-HlmNHA_1478_19699K00_40,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_19699K00/"
fac9449e-b96e-c805-0f80-61e54a900035,NL-HlmNHA_1478_15765K00,NL-HlmNHA_1478_15765K,00,K,"Kleinbeeld 1977",1977,"Start rijwielvierdaagse Heemskerk",72315,Start,NHA012000018_S_0691,,,11-07-1977,NL-HlmNHA_1478_15765K,,NL-HlmNHA_1478_15765K00_22,63832370-ae34-96ea-24a4-714467c7bdbf,NL-HlmNHA_1478_15765K00_22,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_15765K00/"
bd3404d5-5bcf-b524-089d-992d73c46bf6,NL-HlmNHA_1478_06653K00,NL-HlmNHA_1478_06653K,00,K,"Kleinbeeld 1968",1968,"Jubileum Ds. Snijders",39220|39221,"Geestelijken|Jubileum, jubilea",NHA012000007_G_0227|NHA012000010_J_0069,,,22-11-1968,NL-HlmNHA_1478_06653K,,NL-HlmNHA_1478_06653K00_19,1da3ff08-70a0-ad64-9fd8-8e3faf714617,NL-HlmNHA_1478_06653K00_19,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_06653K00/"
8b8bcc61-2ef3-cadf-449e-5639505c610e,NL-HlmNHA_1478_07161K00,NL-HlmNHA_1478_07161K,00,K,"Kleinbeeld 1969",1969,"Telstar - MVV",41212,"Voetbal Telstar",NHA012000021_V_0859,,,26-05-1969,NL-HlmNHA_1478_07161K,,NL-HlmNHA_1478_07161K00_18,c8f05699-bc55-0d16-c8a3-f2a656a46bc7,NL-HlmNHA_1478_07161K00_18,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_07161K00/"
776f914b-c4c5-d329-b59f-341b13325929,NL-HlmNHA_1478_10898K00,NL-HlmNHA_1478_10898K,00,K,"Kleinbeeld 1972",1972,"Bowler Leeke Claus/ 250.000 ste bezoeker Bowling",53176,"Sport en sportweek",NHA012000018_S_0257,,,10-08-1972,NL-HlmNHA_1478_10898K,,NL-HlmNHA_1478_10898K00_04,3e2a7f31-bafe-d58d-a8f8-48d3e76ef207,NL-HlmNHA_1478_10898K00_04,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_10898K00/"
44135065-5858-2765-2724-5899285c4639,NL-HlmNHA_1478_10898K00,NL-HlmNHA_1478_10898K,00,K,"Kleinbeeld 1972",1972,"Toneelgroep Perspect",53185,Toneel,NHA012000019_T_0262,,,10-08-1972,NL-HlmNHA_1478_10898K,,NL-HlmNHA_1478_10898K00_10,a273c8ae-0425-8cc2-48b3-c56a81deebe9,NL-HlmNHA_1478_10898K00_10,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_10898K00/"
4f9af1d4-cf98-8aa4-26da-663abed6ab91,NL-HlmNHA_1478_06430K01,NL-HlmNHA_1478_06430K,01,K,"Kleinbeeld 1968",1968,"Opening Zijlweg",38198|38199,"Opening, openingen, in gebruik name|Wegen, wegenbouw, wegenbeplanting",NHA012000015_O_0220|NHA012000022_W_0106,,,24-08-1968,NL-HlmNHA_1478_06430K,,NL-HlmNHA_1478_06430K01_02,7324495d-8648-1353-28cd-f5f0c33a047b,NL-HlmNHA_1478_06430K01_02,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_06430K01/"
454150b4-05a9-23e9-a8b6-92f8e85d9064,NL-HlmNHA_1478_22091K00,NL-HlmNHA_1478_22091K,00,K,"Kleinbeeld 1982",1982,"Terrasvogels - OVVO",97575,"Honkbal Terrasvogels",NHA012000008_H_0407,,,15-07-1982,NL-HlmNHA_1478_22091K,,NL-HlmNHA_1478_22091K00_33,45e5587c-cb9f-9915-aa15-1ff4fd73814e,NL-HlmNHA_1478_22091K00_33,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_22091K00/"
cef5416d-16af-d3fa-c71c-ce7f9ced647e,NL-HlmNHA_1478_06842K00,NL-HlmNHA_1478_06842K,00,K,"Kleinbeeld 1969",1969,"Bouw brug Hoogovens",40022|40023,"Bouwen, bouwputten|Hoogovens",NHA012000002_B_0629|NHA012000008_H_0451,,,07-02-1969,NL-HlmNHA_1478_06842K,,NL-HlmNHA_1478_06842K00_13,511fc445-a643-2721-2da2-91d438e3d7ed,NL-HlmNHA_1478_06842K00_13,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_06842K00/"
62a0862e-8156-3e69-d859-9f7651cc1297,NL-HlmNHA_1478_15851K00,NL-HlmNHA_1478_15851K,00,K,"Kleinbeeld 1977",1977,"Receptie Heer van Zalingen Beverwijk",72682,Recepties,NHA012000017_R_0217,,,12-08-1977,NL-HlmNHA_1478_15851K,,NL-HlmNHA_1478_15851K00_36,ec51d855-3d34-d73b-1b07-130b0cfd323f,NL-HlmNHA_1478_15851K00_36,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_15851K00/"
a1dc48d3-3912-6161-7d2a-07052962aa8a,NL-HlmNHA_1478_02051K00,NL-HlmNHA_1478_02051K,00,K,"Kleinbeeld 1963",1963,"Uitbreiding Postkantoor.",25718,Gebouwen,NHA012000007_G_0261,,,07-10-1963,NL-HlmNHA_1478_02051K,,NL-HlmNHA_1478_02051K00_29,4363ba8f-f65f-42ab-1afb-c075f848ecf4,NL-HlmNHA_1478_02051K00_29,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_02051K00/"
bf371b72-a1cd-0c62-73f9-10bf1e98280a,NL-HlmNHA_1478_02051K00,NL-HlmNHA_1478_02051K,00,K,"Kleinbeeld 1963",1963,"Oord - Sportief",25716,Volleyball,NHA012000021_V_0388,,,07-10-1963,NL-HlmNHA_1478_02051K,,NL-HlmNHA_1478_02051K00_04,522d9d22-3180-944a-b6c6-06f1a3fee19b,NL-HlmNHA_1478_02051K00_04,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_02051K00/"
ced36f4f-e727-0c71-811f-237142ef5f58,NL-HlmNHA_1478_25718K00,NL-HlmNHA_1478_25718K,00,K,"Kleinbeeld 1985",1985,"Nederland - PortugalPortugese doelman",116436,Handbal,NHA012000008_H_0114,,,14-11-1985,NL-HlmNHA_1478_25718K,,NL-HlmNHA_1478_25718K00_01,b4b09081-bc2c-d29a-214e-2f029fa071bc,NL-HlmNHA_1478_25718K00_01,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_25718K00/"
b5280380-8260-4b96-0025-63d0f2b48919,NL-HlmNHA_1478_21191K00,NL-HlmNHA_1478_21191K,00,K,"Kleinbeeld 1981",1981,"HVS - Allides",93670,Volleyball,NHA012000021_V_0373,,,03-10-1981,NL-HlmNHA_1478_21191K,,NL-HlmNHA_1478_21191K00_22,12bf5742-00f3-2193-2ce3-b67034aa5f69,NL-HlmNHA_1478_21191K00_22,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_21191K00/"
8c7185c8-4e32-ac2e-1f47-6caa5402a01c,NL-HlmNHA_1478_07797K00,NL-HlmNHA_1478_07797K,00,K,"Kleinbeeld 1969",1969,"Schaatsen in Beverwijk",43527,Schaatsen,NHA012000018_S_0321,,,17-12-1969,NL-HlmNHA_1478_07797K,,NL-HlmNHA_1478_07797K00_22,b04c0ba2-2a85-7117-cee2-e7f198a9586a,NL-HlmNHA_1478_07797K00_22,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_07797K00/"
1c9f4e10-56f2-726d-9847-0474d186fe28,NL-HlmNHA_1478_13497K00,NL-HlmNHA_1478_13497K,00,K,"Kleinbeeld 1974",1974,"Zuidema - v. Geert in het wijkgebouw, Leidsestraat",59994,Schaken,NHA012000018_S_0338,,,14-12-1974,NL-HlmNHA_1478_13497K,,NL-HlmNHA_1478_13497K00_11,c6696698-644b-63a2-2310-9364fadce85f,NL-HlmNHA_1478_13497K00_11,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13497K00/"
48547915-aff9-241b-1657-ffb90146a999,NL-HlmNHA_1478_14997K01,NL-HlmNHA_1478_14997K,01,K,"Kleinbeeld 1976",1976,"V.V.R.A. - S.C.W.",68976,Voetbal,NHA012000021_V_0504,,,30-10-1976,NL-HlmNHA_1478_14997K,,NL-HlmNHA_1478_14997K01_02,4b073a0a-486d-e474-c5d4-bb8a86c0f313,NL-HlmNHA_1478_14997K01_02,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14997K01/"
0473b83c-556c-761f-2a17-dc1698a22224,NL-HlmNHA_1478_18845K02,NL-HlmNHA_1478_18845K,02,K,"Kleinbeeld 1980",1980,"Melkkoelkast V&D IJmuiden",83942|83943,"Koelkasten, ijskasten, koelhuizen|Winkels en kiosken",NHA012000011_K_0249|NHA012000022_W_0289,IJmuiden,,08-01-1980,NL-HlmNHA_1478_18845K,,NL-HlmNHA_1478_18845K02_01,27473ad5-0451-3eef-d807-7d61b44e2404,NL-HlmNHA_1478_18845K02_01,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_18845K02/"
60bae94d-13d0-0c04-3d8a-6d64b10f0f5c,NL-HlmNHA_1478_29620K00,NL-HlmNHA_1478_29620K,00,K,"Kleinbeeld 1988",1988,"Werkbezoek minister de Koning aan o.a. CBB",135674,Ministers,NHA012000013_M_0142,,,05-10-1988,NL-HlmNHA_1478_29620K,,NL-HlmNHA_1478_29620K00_05,4746d802-27bb-23fb-e4b4-f0dd085fe258,NL-HlmNHA_1478_29620K00_05,"/VeleHanden Fotopersbureau De Boer/Batch_06/NL-HlmNHA_1478_29620K00/"
e8eff46e-3e34-06ae-ba1b-41d13fdc4660,NL-HlmNHA_1478_06120K00,NL-HlmNHA_1478_06120K,00,K,"Kleinbeeld 1968",1968,"Jacht te water, IJmuiden",36964,"Schepen te waterlating",NHA012000018_S_0427,,,30-04-1968,NL-HlmNHA_1478_06120K,,NL-HlmNHA_1478_06120K00_33,e5a039da-f339-26c6-9d47-00805562dc3c,NL-HlmNHA_1478_06120K00_33,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_06120K00/"
84eee563-27ad-4c3d-7d8b-9d9e18601dd6,NL-HlmNHA_1478_08618K00,NL-HlmNHA_1478_08618K,00,K,"Kleinbeeld 1970",1970,"Werkzaamheden bouw Zeewijk.",46139,Werkzaamheden,NHA012000022_W_0157,,,03-09-1970,NL-HlmNHA_1478_08618K,,NL-HlmNHA_1478_08618K00_21,9111d230-62fd-a35d-cb41-56ee4c7328e9,NL-HlmNHA_1478_08618K00_21,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_08618K00/"
0a2dc101-0daa-ff0e-c4dd-b48961b47a65,NL-HlmNHA_1478_22283K00,NL-HlmNHA_1478_22283K,00,K,"Kleinbeeld 1982",1982,"Uitzending kabel TV Zaltbommel",98194,"VNU Vereniging Nederlandse Uitgeverijen",NHA012000021_V_0314,Zaltbommel,,07-09-1982,NL-HlmNHA_1478_22283K,,NL-HlmNHA_1478_22283K00_33,08b0aa7e-3e4a-128f-db61-db31ce6f4ba0,NL-HlmNHA_1478_22283K00_33,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_22283K00/"
47657878-55e5-fd7f-baae-ce247610d1ab,NL-HlmNHA_1478_21255K01,NL-HlmNHA_1478_21255K,01,K,"Kleinbeeld 1981",1981,"Brand kerk Rijksstraatweg Bennebroek",94005|94006,"Branden, brandweer|Kerken",NHA012000002_B_0680|NHA012000011_K_0069,"Bennebroek, Rijksstraatweg",,26-10-1981,NL-HlmNHA_1478_21255K,,NL-HlmNHA_1478_21255K01_31,71055e8e-f76c-87f0-c97b-b3e04b5c0edc,NL-HlmNHA_1478_21255K01_31,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_21255K01/"
044c6e9c-3f29-addb-4aac-afdc243501d2,NL-HlmNHA_1478_21255K01,NL-HlmNHA_1478_21255K,01,K,"Kleinbeeld 1981",1981,"Auto asbak legen op straat",94004,Vervuiling,NHA012000021_V_0211,,,26-10-1981,NL-HlmNHA_1478_21255K,,NL-HlmNHA_1478_21255K01_16,0ad33419-99ea-cb49-e933-cef379cc88ec,NL-HlmNHA_1478_21255K01_16,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_21255K01/"
3969c432-dcd0-8348-e25c-ddfcb2e19dea,NL-HlmNHA_1478_02681K00,NL-HlmNHA_1478_02681K,00,K,"Kleinbeeld 1964",1964,Hondenshow,28104,"Vakantiespelen, vakantiedagen, vakantiekamp",NHA012000021_V_0018,,,30-07-1964,NL-HlmNHA_1478_02681K,,NL-HlmNHA_1478_02681K00_18,8c3c10c9-da89-3396-9377-dfcd9d29ca11,NL-HlmNHA_1478_02681K00_18,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_02681K00/"
b712aa23-3ce1-59ec-7961-7b5f7a52e07c,NL-HlmNHA_1478_26346K01,NL-HlmNHA_1478_26346K,01,K,"Kleinbeeld 1986",1986,"Schuur in brand clovisstraat 61",119329,"Branden, brandweer",NHA012000002_B_0667,"Haarlem, Clovisstraat",,22-05-1986,NL-HlmNHA_1478_26346K,,NL-HlmNHA_1478_26346K01_16,b792378b-8e25-bee2-b2c8-31b2bdfee78a,NL-HlmNHA_1478_26346K01_16,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26346K01/"
f51b93d1-fca7-6b8f-d509-d677b3939d83,NL-HlmNHA_1478_27066K00,NL-HlmNHA_1478_27066K,00,K,"Kleinbeeld 1986",1986,"Installatie van een platformgroep buitenlanders in Heemskerk",122921,Installatie,NHA012000009_I_0018,Heemskerk,,09-12-1986,NL-HlmNHA_1478_27066K,,NL-HlmNHA_1478_27066K00_05,2c8bbc45-e5c8-d4f1-7ffb-1006169b5f04,NL-HlmNHA_1478_27066K00_05,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_27066K00/"
ed6b7512-35e7-0f66-1a20-bd8bdada5521,NL-HlmNHA_1478_10288K00,NL-HlmNHA_1478_10288K,00,K,"Kleinbeeld 1972",1972,"Paarden op manege bij Velserbeek",51088,Manege,NHA012000013_M_0025,,,14-01-1972,NL-HlmNHA_1478_10288K,,NL-HlmNHA_1478_10288K00_29,31780fa9-206c-0817-ea00-6b0e4abde37f,NL-HlmNHA_1478_10288K00_29,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_10288K00/"
8e9305a0-c047-f40c-5997-c34722a38efa,NL-HlmNHA_1478_22173K00,NL-HlmNHA_1478_22173K,00,K,"Kleinbeeld 1982",1982,"Bordje aannemingsbedrijf Jansen",97820,Borden,NHA012000002_B_0561,,,10-08-1982,NL-HlmNHA_1478_22173K,,NL-HlmNHA_1478_22173K00_10,215eed59-2a1e-65eb-8b16-39048240905d,NL-HlmNHA_1478_22173K00_10,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_22173K00/"
35c19ec4-4556-ff35-a586-3e91d0d80e1a,NL-HlmNHA_1478_22454K00,NL-HlmNHA_1478_22454K,00,K,"Kleinbeeld 1982",1982,"Receptie de heer Brandsen brandweer Haarlem",98768,"Branden, brandweer",NHA012000002_B_0675,Haarlem,,26-10-1982,NL-HlmNHA_1478_22454K,,NL-HlmNHA_1478_22454K00_07,084ef224-5131-b5ca-85ee-5203cb56a248,NL-HlmNHA_1478_22454K00_07,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_22454K00/"
