,predictions,top_1,top_5,title,image_id,scan_id,too_difficult,unusable,annotated_on,annotator_id,annotated_label,checked_on,validator_id,corrected_label,toelichting,gebruiker_id
13864,"{'akker': 0.06, 'borden_gevelsteen': 0.06, 'bos_park': 0.07, 'standbeeld': 0.13, 'portret': 0.47000000000000003}",portret,"['akker', 'borden_gevelsteen', 'bos_park', 'standbeeld', 'portret']",NL-HlmNHA_1478_49870K01_21,73381,43389,0,0,2022-07-09 21:11:37,21269,portret,2022-07-19 18:28:20,21510,no_description_found,,
13865,"{'akker': 0.06, 'borden_gevelsteen': 0.06, 'bos_park': 0.07, 'standbeeld': 0.13, 'portret': 0.47000000000000003}",portret,"['akker', 'borden_gevelsteen', 'bos_park', 'standbeeld', 'portret']",NL-HlmNHA_1478_49870K01_21,73381,43389,0,0,2022-07-09 21:11:52,23118,no_description_found,2022-07-19 18:28:20,21510,no_description_found,,
14246,"{'woonwijk': 0.03, 'bibliotheek_boekwinkel': 0.03, 'sport_overig': 0.03, 'bouwplaats': 0.23, 'gebouw': 0.29}",gebouw,"['woonwijk', 'bibliotheek_boekwinkel', 'sport_overig', 'bouwplaats', 'gebouw']",NL-HlmNHA_1478_08666K00_11,81404,51412,0,0,2022-07-11 09:44:18,16668,bouwplaats,2022-07-20 19:12:26,21510,no_description_found,,
14247,"{'woonwijk': 0.03, 'bibliotheek_boekwinkel': 0.03, 'sport_overig': 0.03, 'bouwplaats': 0.23, 'gebouw': 0.29}",gebouw,"['woonwijk', 'bibliotheek_boekwinkel', 'sport_overig', 'bouwplaats', 'gebouw']",NL-HlmNHA_1478_08666K00_11,81404,51412,0,0,2022-07-11 17:42:35,13212,no_description_found,2022-07-20 19:12:26,21510,no_description_found,,
14488,"{'brand': 0.02, 'toren': 0.02, 'standbeeld': 0.04, 'kerk_buiten': 0.32, 'bouwplaats': 0.5}",bouwplaats,"['brand', 'toren', 'standbeeld', 'kerk_buiten', 'bouwplaats']",NL-HlmNHA_1478_08114K00_15,73460,43468,0,0,2022-07-10 13:38:10,5933,bouwplaats,2022-07-19 22:49:19,9600,no_description_found,,
14489,"{'brand': 0.02, 'toren': 0.02, 'standbeeld': 0.04, 'kerk_buiten': 0.32, 'bouwplaats': 0.5}",bouwplaats,"['brand', 'toren', 'standbeeld', 'kerk_buiten', 'bouwplaats']",NL-HlmNHA_1478_08114K00_15,73460,43468,0,0,2022-07-10 13:49:24,552,brand,2022-07-19 22:49:19,9600,no_description_found,,
14576,"{'demonstratie': 0.03, 'winkel_binnen': 0.11, 'bouwplaats': 0.11, 'bibliotheek_boekwinkel': 0.31, 'borden_gevelsteen': 0.31}",borden_gevelsteen,"['demonstratie', 'winkel_binnen', 'bouwplaats', 'bibliotheek_boekwinkel', 'borden_gevelsteen']",NL-HlmNHA_1478_09882K00_23,73524,43532,0,0,2022-07-10 14:46:43,552,no_description_found,2022-07-19 23:04:37,18244,no_description_found,,
14577,"{'demonstratie': 0.03, 'winkel_binnen': 0.11, 'bouwplaats': 0.11, 'bibliotheek_boekwinkel': 0.31, 'borden_gevelsteen': 0.31}",borden_gevelsteen,"['demonstratie', 'winkel_binnen', 'bouwplaats', 'bibliotheek_boekwinkel', 'borden_gevelsteen']",NL-HlmNHA_1478_09882K00_23,73524,43532,0,0,2022-07-10 17:16:30,13216,no_description_found,2022-07-19 23:04:37,18244,no_description_found,,
15144,"{'ziekenhuis': 0.07, 'keuken': 0.09, 'klaslokaal': 0.09, 'kunstwerk': 0.12, 'vergaderruimte': 0.14}",vergaderruimte,"['ziekenhuis', 'keuken', 'klaslokaal', 'kunstwerk', 'vergaderruimte']",NL-HlmNHA_1478_35663K00_19,74176,44184,1,0,2022-07-11 18:50:15,13212,cafe,2022-07-21 10:33:20,21510,no_description_found,scherpstellen toestel van fotograaf,21510.0
15145,"{'ziekenhuis': 0.07, 'keuken': 0.09, 'klaslokaal': 0.09, 'kunstwerk': 0.12, 'vergaderruimte': 0.14}",vergaderruimte,"['ziekenhuis', 'keuken', 'klaslokaal', 'kunstwerk', 'vergaderruimte']",NL-HlmNHA_1478_35663K00_19,74176,44184,1,0,2022-07-11 19:52:43,10357,no_description_found,2022-07-21 10:33:20,21510,no_description_found,scherpstellen toestel van fotograaf,21510.0
15274,"{'straat': 0.02, 'kerk_binnen': 0.03, 'portret': 0.03, 'sneeuwlandschap': 0.30000000000000004, 'bouwplaats': 0.38}",bouwplaats,"['straat', 'kerk_binnen', 'portret', 'sneeuwlandschap', 'bouwplaats']",NL-HlmNHA_1478_33856K00_01,74108,44116,0,0,2022-07-11 18:22:12,13212,kerk_binnen,2022-07-20 22:10:29,18244,no_description_found,,
15275,"{'straat': 0.02, 'kerk_binnen': 0.03, 'portret': 0.03, 'sneeuwlandschap': 0.30000000000000004, 'bouwplaats': 0.38}",bouwplaats,"['straat', 'kerk_binnen', 'portret', 'sneeuwlandschap', 'bouwplaats']",NL-HlmNHA_1478_33856K00_01,74108,44116,0,0,2022-07-11 19:16:08,13336,fabriek,2022-07-20 22:10:29,18244,no_description_found,,
15522,"{'groepsportret': 0.0, 'sinterklaas': 0.0, 'geestelijken': 0.0, 'ontvangst_afscheid': 0.01, 'uitreiking_huldiging': 0.96}",uitreiking_huldiging,"['groepsportret', 'sinterklaas', 'geestelijken', 'ontvangst_afscheid', 'uitreiking_huldiging']",NL-HlmNHA_1478_16421K01_28,73952,43960,0,0,2022-07-11 10:38:49,16668,ontvangst_afscheid,2022-07-20 21:45:51,21510,no_description_found,Felicitatie bij installatie of trouwerij bij leden van het leger des heils,21510.0
15523,"{'groepsportret': 0.0, 'sinterklaas': 0.0, 'geestelijken': 0.0, 'ontvangst_afscheid': 0.01, 'uitreiking_huldiging': 0.96}",uitreiking_huldiging,"['groepsportret', 'sinterklaas', 'geestelijken', 'ontvangst_afscheid', 'uitreiking_huldiging']",NL-HlmNHA_1478_16421K01_28,73952,43960,0,0,2022-07-11 17:52:30,21423,no_description_found,2022-07-20 21:45:51,21510,no_description_found,Felicitatie bij installatie of trouwerij bij leden van het leger des heils,21510.0
15682,"{'auto': 0.06, 'groepsportret': 0.07, 'markt': 0.08, 'auto_ongeluk': 0.11, 'winkel_binnen': 0.18}",winkel_binnen,"['auto', 'groepsportret', 'markt', 'auto_ongeluk', 'winkel_binnen']",NL-HlmNHA_1478_16123K01_21,73940,43948,1,0,2022-07-11 13:49:53,13216,no_description_found,2022-07-20 21:43:37,18244,no_description_found,,
15683,"{'auto': 0.06, 'groepsportret': 0.07, 'markt': 0.08, 'auto_ongeluk': 0.11, 'winkel_binnen': 0.18}",winkel_binnen,"['auto', 'groepsportret', 'markt', 'auto_ongeluk', 'winkel_binnen']",NL-HlmNHA_1478_16123K01_21,73940,43948,1,0,2022-07-11 17:46:47,13212,winkel_binnen,2022-07-20 21:43:37,18244,no_description_found,,
16096,"{'woonkamer': 0.02, 'klaslokaal': 0.04, 'kunstwerk': 0.05, 'bibliotheek_boekwinkel': 0.37, 'tentoonstelling': 0.43}",tentoonstelling,"['woonkamer', 'klaslokaal', 'kunstwerk', 'bibliotheek_boekwinkel', 'tentoonstelling']",NL-HlmNHA_1478_42060K00_39,74394,44402,1,0,2022-07-12 13:04:18,21351,no_description_found,2022-07-22 16:29:22,3474,no_description_found,,
16097,"{'woonkamer': 0.02, 'klaslokaal': 0.04, 'kunstwerk': 0.05, 'bibliotheek_boekwinkel': 0.37, 'tentoonstelling': 0.43}",tentoonstelling,"['woonkamer', 'klaslokaal', 'kunstwerk', 'bibliotheek_boekwinkel', 'tentoonstelling']",NL-HlmNHA_1478_42060K00_39,74394,44402,1,0,2022-07-12 17:18:56,13212,no_description_found,2022-07-22 16:29:22,3474,no_description_found,,
16102,"{'eend': 0.06, 'binnen_zwembad': 0.07, 'gymnastiek': 0.08, 'dieren_overig': 0.17, 'kunstwerk': 0.32}",kunstwerk,"['eend', 'binnen_zwembad', 'gymnastiek', 'dieren_overig', 'kunstwerk']",NL-HlmNHA_1478_53047K00_15,74599,44607,1,0,2022-07-12 13:00:26,21351,no_description_found,2022-07-22 21:18:05,17916,no_description_found,,
16103,"{'eend': 0.06, 'binnen_zwembad': 0.07, 'gymnastiek': 0.08, 'dieren_overig': 0.17, 'kunstwerk': 0.32}",kunstwerk,"['eend', 'binnen_zwembad', 'gymnastiek', 'dieren_overig', 'kunstwerk']",NL-HlmNHA_1478_53047K00_15,74599,44607,1,0,2022-07-12 15:45:43,13212,no_description_found,2022-07-22 21:18:05,17916,no_description_found,,
16126,"{'bibliotheek_boekwinkel': 0.06, 'woonkamer': 0.06, 'kunstwerk': 0.1, 'winkel_binnen': 0.14, 'kantoor': 0.34}",kantoor,"['bibliotheek_boekwinkel', 'woonkamer', 'kunstwerk', 'winkel_binnen', 'kantoor']",NL-HlmNHA_1478_41070K00_32,74355,44363,0,0,2022-07-12 07:42:28,16668,kantoor,2022-07-22 15:38:08,21510,no_description_found,zelfportret in spiegel.,21510.0
16127,"{'bibliotheek_boekwinkel': 0.06, 'woonkamer': 0.06, 'kunstwerk': 0.1, 'winkel_binnen': 0.14, 'kantoor': 0.34}",kantoor,"['bibliotheek_boekwinkel', 'woonkamer', 'kunstwerk', 'winkel_binnen', 'kantoor']",NL-HlmNHA_1478_41070K00_32,74355,44363,0,0,2022-07-12 12:38:41,21351,no_description_found,2022-07-22 15:38:08,21510,no_description_found,zelfportret in spiegel.,21510.0
16378,"{'sinterklaas': 0.07, 'uitreiking_huldiging': 0.08, 'theater': 0.09, 'muziek_optreden': 0.1, 'klaslokaal': 0.28}",klaslokaal,"['sinterklaas', 'uitreiking_huldiging', 'theater', 'muziek_optreden', 'klaslokaal']",NL-HlmNHA_1478_42791K00_22,74427,44435,0,0,2022-07-12 08:03:04,16668,muziek_optreden,2022-07-22 17:36:45,13945,no_description_found,,
16379,"{'sinterklaas': 0.07, 'uitreiking_huldiging': 0.08, 'theater': 0.09, 'muziek_optreden': 0.1, 'klaslokaal': 0.28}",klaslokaal,"['sinterklaas', 'uitreiking_huldiging', 'theater', 'muziek_optreden', 'klaslokaal']",NL-HlmNHA_1478_42791K00_22,74427,44435,0,0,2022-07-12 09:42:40,23144,klaslokaal,2022-07-22 17:36:45,13945,no_description_found,,
16514,"{'ontvangst_afscheid': 0.05, 'kunstwerk': 0.06, 'etalage': 0.11, 'cafe': 0.11, 'tentoonstelling': 0.34}",tentoonstelling,"['ontvangst_afscheid', 'kunstwerk', 'etalage', 'cafe', 'tentoonstelling']",NL-HlmNHA_1478_40885K00_09,74349,44357,0,0,2022-07-12 07:41:21,16668,ontvangst_afscheid,2022-07-22 15:36:03,21510,no_description_found,Etalage van Bioscoop,21510.0
16515,"{'ontvangst_afscheid': 0.05, 'kunstwerk': 0.06, 'etalage': 0.11, 'cafe': 0.11, 'tentoonstelling': 0.34}",tentoonstelling,"['ontvangst_afscheid', 'kunstwerk', 'etalage', 'cafe', 'tentoonstelling']",NL-HlmNHA_1478_40885K00_09,74349,44357,0,0,2022-07-12 12:57:31,21351,no_description_found,2022-07-22 15:36:03,21510,no_description_found,Etalage van Bioscoop,21510.0
16604,"{'keuken': 0.06, 'uitreiking_huldiging': 0.07, 'cafe': 0.09, 'sport_overig': 0.12, 'portret': 0.36}",portret,"['keuken', 'uitreiking_huldiging', 'cafe', 'sport_overig', 'portret']",NL-HlmNHA_1478_43132K00_33,74440,44448,0,0,2022-07-12 08:06:25,16668,winkel_binnen,2022-07-25 17:50:27,13945,no_description_found,,
16605,"{'keuken': 0.06, 'uitreiking_huldiging': 0.07, 'cafe': 0.09, 'sport_overig': 0.12, 'portret': 0.36}",portret,"['keuken', 'uitreiking_huldiging', 'cafe', 'sport_overig', 'portret']",NL-HlmNHA_1478_43132K00_33,74440,44448,0,0,2022-07-12 12:57:53,21351,no_description_found,2022-07-25 17:50:27,13945,no_description_found,,
16746,"{'muziek_optreden': 0.03, 'portret': 0.03, 'theater': 0.08, 'kunstwerk': 0.15, 'groepsportret': 0.56}",groepsportret,"['muziek_optreden', 'portret', 'theater', 'kunstwerk', 'groepsportret']",NL-HlmNHA_1478_41399K02_04,74367,44375,0,0,2022-07-12 07:44:50,16668,optocht,2022-07-22 15:48:38,21510,no_description_found,verjaardag vieren op de kleuterschool,21510.0
16747,"{'muziek_optreden': 0.03, 'portret': 0.03, 'theater': 0.08, 'kunstwerk': 0.15, 'groepsportret': 0.56}",groepsportret,"['muziek_optreden', 'portret', 'theater', 'kunstwerk', 'groepsportret']",NL-HlmNHA_1478_41399K02_04,74367,44375,0,0,2022-07-12 12:43:51,21351,no_description_found,2022-07-22 15:48:38,21510,no_description_found,verjaardag vieren op de kleuterschool,21510.0
16784,"{'bibliotheek_boekwinkel': 0.03, 'plattegrond': 0.03, 'vergaderruimte': 0.04, 'maquette': 0.21, 'borden_gevelsteen': 0.59}",borden_gevelsteen,"['bibliotheek_boekwinkel', 'plattegrond', 'vergaderruimte', 'maquette', 'borden_gevelsteen']",NL-HlmNHA_1478_42396K00_11,74411,44419,0,0,2022-07-12 07:57:26,16668,bibliotheek_boekwinkel,2022-07-22 17:34:18,13945,no_description_found,,
16785,"{'bibliotheek_boekwinkel': 0.03, 'plattegrond': 0.03, 'vergaderruimte': 0.04, 'maquette': 0.21, 'borden_gevelsteen': 0.59}",borden_gevelsteen,"['bibliotheek_boekwinkel', 'plattegrond', 'vergaderruimte', 'maquette', 'borden_gevelsteen']",NL-HlmNHA_1478_42396K00_11,74411,44419,0,0,2022-07-12 11:03:20,13336,no_description_found,2022-07-22 17:34:18,13945,no_description_found,,
16820,"{'portret': 0.04, 'woonkamer': 0.04, 'demonstratie': 0.12, 'kunstwerk': 0.19, 'borden_gevelsteen': 0.55}",borden_gevelsteen,"['portret', 'woonkamer', 'demonstratie', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_22138K00_23,81575,51583,1,0,2022-07-12 17:45:17,13212,borden_gevelsteen,2022-07-22 21:47:18,3474,no_description_found,,
16821,"{'portret': 0.04, 'woonkamer': 0.04, 'demonstratie': 0.12, 'kunstwerk': 0.19, 'borden_gevelsteen': 0.55}",borden_gevelsteen,"['portret', 'woonkamer', 'demonstratie', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_22138K00_23,81575,51583,1,0,2022-07-12 21:30:55,5028,no_description_found,2022-07-22 21:47:18,3474,no_description_found,,
16900,"{'speech': 0.01, 'muziek_optreden': 0.02, 'kunstwerk': 0.02, 'portret': 0.08, 'uitreiking_huldiging': 0.74}",uitreiking_huldiging,"['speech', 'muziek_optreden', 'kunstwerk', 'portret', 'uitreiking_huldiging']",NL-HlmNHA_1478_19323K00_18,74236,44244,0,0,2022-07-12 07:11:03,16668,uitreiking_huldiging,2022-07-22 14:10:04,21510,no_description_found,Burgemeester kijkt naar resultaat van zijn schiet prestatie.,21510.0
16901,"{'speech': 0.01, 'muziek_optreden': 0.02, 'kunstwerk': 0.02, 'portret': 0.08, 'uitreiking_huldiging': 0.74}",uitreiking_huldiging,"['speech', 'muziek_optreden', 'kunstwerk', 'portret', 'uitreiking_huldiging']",NL-HlmNHA_1478_19323K00_18,74236,44244,0,0,2022-07-12 12:51:43,21351,no_description_found,2022-07-22 14:10:04,21510,no_description_found,Burgemeester kijkt naar resultaat van zijn schiet prestatie.,21510.0
16944,"{'auto': 0.07, 'toren': 0.09, 'auto_ongeluk': 0.1, 'fabriek': 0.18, 'ziekenhuis': 0.2}",ziekenhuis,"['auto', 'toren', 'auto_ongeluk', 'fabriek', 'ziekenhuis']",NL-HlmNHA_1478_22930K01_06,74319,44327,1,0,2022-07-12 12:43:21,21351,no_description_found,2022-07-22 14:57:27,21510,no_description_found,,
16945,"{'auto': 0.07, 'toren': 0.09, 'auto_ongeluk': 0.1, 'fabriek': 0.18, 'ziekenhuis': 0.2}",ziekenhuis,"['auto', 'toren', 'auto_ongeluk', 'fabriek', 'ziekenhuis']",NL-HlmNHA_1478_22930K01_06,74319,44327,1,0,2022-07-13 20:08:46,13336,bouwplaats,2022-07-22 14:57:27,21510,no_description_found,,
17208,"{'gebouw': 0.03, 'herdenking': 0.03, 'uitreiking_huldiging': 0.1, 'standbeeld': 0.16, 'portret': 0.49}",portret,"['gebouw', 'herdenking', 'uitreiking_huldiging', 'standbeeld', 'portret']",NL-HlmNHA_1478_05395K00_32,74740,44748,0,0,2022-07-12 19:02:56,13212,portret,2022-07-23 18:46:37,695,no_description_found,,
17209,"{'gebouw': 0.03, 'herdenking': 0.03, 'uitreiking_huldiging': 0.1, 'standbeeld': 0.16, 'portret': 0.49}",portret,"['gebouw', 'herdenking', 'uitreiking_huldiging', 'standbeeld', 'portret']",NL-HlmNHA_1478_05395K00_32,74740,44748,0,0,2022-07-13 12:41:34,2676,no_description_found,2022-07-23 18:46:37,695,no_description_found,,
17268,"{'uitreiking_huldiging': 0.02, 'bouwplaats': 0.04, 'demonstratie': 0.15, 'borden_gevelsteen': 0.23, 'fabriek': 0.45}",fabriek,"['uitreiking_huldiging', 'bouwplaats', 'demonstratie', 'borden_gevelsteen', 'fabriek']",NL-HlmNHA_1478_03559K00_06,74707,44715,0,0,2022-07-12 18:49:54,13212,fabriek,2022-07-23 19:41:19,3474,no_description_found,,
17269,"{'uitreiking_huldiging': 0.02, 'bouwplaats': 0.04, 'demonstratie': 0.15, 'borden_gevelsteen': 0.23, 'fabriek': 0.45}",fabriek,"['uitreiking_huldiging', 'bouwplaats', 'demonstratie', 'borden_gevelsteen', 'fabriek']",NL-HlmNHA_1478_03559K00_06,74707,44715,0,0,2022-07-17 07:03:34,16668,borden_gevelsteen,2022-07-23 19:41:19,3474,no_description_found,,
17320,"{'auto_ongeluk': 0.02, 'fietsende_mensen': 0.02, 'portret': 0.05, 'bus_truck': 0.1, 'straat': 0.55}",straat,"['auto_ongeluk', 'fietsende_mensen', 'portret', 'bus_truck', 'straat']",NL-HlmNHA_1478_03869K00_10,74716,44724,0,0,2022-07-12 18:53:22,13212,no_description_found,2022-07-23 18:36:21,695,no_description_found,,
17321,"{'auto_ongeluk': 0.02, 'fietsende_mensen': 0.02, 'portret': 0.05, 'bus_truck': 0.1, 'straat': 0.55}",straat,"['auto_ongeluk', 'fietsende_mensen', 'portret', 'bus_truck', 'straat']",NL-HlmNHA_1478_03869K00_10,74716,44724,0,0,2022-07-16 06:36:33,24087,straat,2022-07-23 18:36:21,695,no_description_found,,
17322,"{'fietsende_mensen': 0.04, 'groepsportret': 0.04, 'straat': 0.13, 'borden_gevelsteen': 0.2, 'uitreiking_huldiging': 0.26}",uitreiking_huldiging,"['fietsende_mensen', 'groepsportret', 'straat', 'borden_gevelsteen', 'uitreiking_huldiging']",NL-HlmNHA_1478_01013K01_25,74656,44664,1,0,2022-07-12 18:31:20,13212,no_description_found,2022-07-23 12:24:23,3474,no_description_found,,
17323,"{'fietsende_mensen': 0.04, 'groepsportret': 0.04, 'straat': 0.13, 'borden_gevelsteen': 0.2, 'uitreiking_huldiging': 0.26}",uitreiking_huldiging,"['fietsende_mensen', 'groepsportret', 'straat', 'borden_gevelsteen', 'uitreiking_huldiging']",NL-HlmNHA_1478_01013K01_25,74656,44664,1,0,2022-07-12 22:26:15,24045,no_description_found,2022-07-23 12:24:23,3474,no_description_found,,
17328,"{'gebouw': 0.01, 'bibliotheek_boekwinkel': 0.02, 'plattegrond': 0.03, 'kunstwerk': 0.07, 'borden_gevelsteen': 0.76}",borden_gevelsteen,"['gebouw', 'bibliotheek_boekwinkel', 'plattegrond', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_01013K01_28,81648,51656,0,0,2022-07-13 17:52:17,13212,no_description_found,2022-07-24 08:21:34,3474,no_description_found,,
17329,"{'gebouw': 0.01, 'bibliotheek_boekwinkel': 0.02, 'plattegrond': 0.03, 'kunstwerk': 0.07, 'borden_gevelsteen': 0.76}",borden_gevelsteen,"['gebouw', 'bibliotheek_boekwinkel', 'plattegrond', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_01013K01_28,81648,51656,0,0,2022-07-13 18:52:00,16668,borden_gevelsteen,2022-07-24 08:21:34,3474,no_description_found,,
17374,"{'brand': 0.02, 'vogels': 0.02, 'bouwplaats': 0.11, 'fabriek': 0.26, 'gebouw': 0.37}",gebouw,"['brand', 'vogels', 'bouwplaats', 'fabriek', 'gebouw']",NL-HlmNHA_1478_02396K00_11,74672,44680,0,0,2022-07-12 18:37:57,13212,no_description_found,2022-07-23 12:29:55,3474,no_description_found,,
17375,"{'brand': 0.02, 'vogels': 0.02, 'bouwplaats': 0.11, 'fabriek': 0.26, 'gebouw': 0.37}",gebouw,"['brand', 'vogels', 'bouwplaats', 'fabriek', 'gebouw']",NL-HlmNHA_1478_02396K00_11,74672,44680,0,0,2022-07-12 21:27:09,24002,no_description_found,2022-07-23 12:29:55,3474,no_description_found,,
17404,"{'opgraving': 0.05, 'bos_park': 0.08, 'woonwijk': 0.13, 'bouwplaats': 0.25, 'akker': 0.29}",akker,"['opgraving', 'bos_park', 'woonwijk', 'bouwplaats', 'akker']",NL-HlmNHA_1478_00823K00_09,74648,44656,1,0,2022-07-12 18:28:52,13212,akker,2022-07-23 12:22:34,3474,no_description_found,,
17405,"{'opgraving': 0.05, 'bos_park': 0.08, 'woonwijk': 0.13, 'bouwplaats': 0.25, 'akker': 0.29}",akker,"['opgraving', 'bos_park', 'woonwijk', 'bouwplaats', 'akker']",NL-HlmNHA_1478_00823K00_09,74648,44656,1,0,2022-07-12 22:20:20,24045,no_description_found,2022-07-23 12:22:34,3474,no_description_found,,
17406,"{'straat': 0.05, 'waterweg': 0.06, 'kade': 0.09, 'duinen': 0.13, 'akker': 0.51}",akker,"['straat', 'waterweg', 'kade', 'duinen', 'akker']",NL-HlmNHA_1478_01147K03_13,74660,44668,0,0,2022-07-12 18:33:02,13212,bouwplaats,2022-07-23 12:26:08,3474,no_description_found,,
17407,"{'straat': 0.05, 'waterweg': 0.06, 'kade': 0.09, 'duinen': 0.13, 'akker': 0.51}",akker,"['straat', 'waterweg', 'kade', 'duinen', 'akker']",NL-HlmNHA_1478_01147K03_13,74660,44668,0,0,2022-07-12 20:17:40,23416,no_description_found,2022-07-23 12:26:08,3474,no_description_found,,
18104,"{'standbeeld': 0.04, 'borden_gevelsteen': 0.06, 'gebouw': 0.09, 'winkel_binnen': 0.1, 'kunstwerk': 0.17}",kunstwerk,"['standbeeld', 'borden_gevelsteen', 'gebouw', 'winkel_binnen', 'kunstwerk']",NL-HlmNHA_1478_39839K00_11,75424,45432,1,0,2022-07-14 17:53:41,13212,buiten,2022-07-24 20:22:23,3474,no_description_found,,
18105,"{'standbeeld': 0.04, 'borden_gevelsteen': 0.06, 'gebouw': 0.09, 'winkel_binnen': 0.1, 'kunstwerk': 0.17}",kunstwerk,"['standbeeld', 'borden_gevelsteen', 'gebouw', 'winkel_binnen', 'kunstwerk']",NL-HlmNHA_1478_39839K00_11,75424,45432,1,0,2022-07-14 20:09:00,13336,no_description_found,2022-07-24 20:22:23,3474,no_description_found,,
18180,"{'strand': 0.01, 'woonwijk': 0.03, 'brand': 0.08, 'straat': 0.08, 'bouwplaats': 0.65}",bouwplaats,"['strand', 'woonwijk', 'brand', 'straat', 'bouwplaats']",NL-HlmNHA_1478_37300K00_23,75353,45361,0,0,2022-07-14 17:30:23,13212,bouwplaats,2022-07-24 19:28:44,3474,no_description_found,,
18181,"{'strand': 0.01, 'woonwijk': 0.03, 'brand': 0.08, 'straat': 0.08, 'bouwplaats': 0.65}",bouwplaats,"['strand', 'woonwijk', 'brand', 'straat', 'bouwplaats']",NL-HlmNHA_1478_37300K00_23,75353,45361,0,0,2022-07-14 17:45:51,10357,no_description_found,2022-07-24 19:28:44,3474,no_description_found,,
18182,"{'groepsportret': 0.06, 'bibliotheek_boekwinkel': 0.06, 'fabriek': 0.08, 'bouwplaats': 0.09, 'vergaderruimte': 0.17}",vergaderruimte,"['groepsportret', 'bibliotheek_boekwinkel', 'fabriek', 'bouwplaats', 'vergaderruimte']",NL-HlmNHA_1478_38713K00_11,75393,45401,0,0,2022-07-14 17:45:04,13212,no_description_found,2022-07-24 19:46:41,3474,no_description_found,,
18183,"{'groepsportret': 0.06, 'bibliotheek_boekwinkel': 0.06, 'fabriek': 0.08, 'bouwplaats': 0.09, 'vergaderruimte': 0.17}",vergaderruimte,"['groepsportret', 'bibliotheek_boekwinkel', 'fabriek', 'bouwplaats', 'vergaderruimte']",NL-HlmNHA_1478_38713K00_11,75393,45401,0,0,2022-07-14 17:46:15,10357,vergaderruimte,2022-07-24 19:46:41,3474,no_description_found,,
18240,"{'portret': 0.01, 'vogels': 0.01, 'maquette': 0.03, 'winkel_binnen': 0.03, 'kunstwerk': 0.85}",kunstwerk,"['portret', 'vogels', 'maquette', 'winkel_binnen', 'kunstwerk']",NL-HlmNHA_1478_39048K06_09,75402,45410,0,0,2022-07-14 17:47:09,13212,no_description_found,2022-07-24 19:50:15,3474,no_description_found,,
18241,"{'portret': 0.01, 'vogels': 0.01, 'maquette': 0.03, 'winkel_binnen': 0.03, 'kunstwerk': 0.85}",kunstwerk,"['portret', 'vogels', 'maquette', 'winkel_binnen', 'kunstwerk']",NL-HlmNHA_1478_39048K06_09,75402,45410,0,0,2022-07-14 18:25:12,13945,no_description_found,2022-07-24 19:50:15,3474,no_description_found,,
18278,"{'vergaderruimte': 0.02, 'kunstwerk': 0.02, 'ziekenhuis': 0.05, 'kantoor': 0.32, 'portret': 0.47000000000000003}",portret,"['vergaderruimte', 'kunstwerk', 'ziekenhuis', 'kantoor', 'portret']",NL-HlmNHA_1478_37758K00_34,75372,45380,1,0,2022-07-14 17:36:17,13212,no_description_found,2022-07-24 19:41:09,3474,no_description_found,,
18279,"{'vergaderruimte': 0.02, 'kunstwerk': 0.02, 'ziekenhuis': 0.05, 'kantoor': 0.32, 'portret': 0.47000000000000003}",portret,"['vergaderruimte', 'kunstwerk', 'ziekenhuis', 'kantoor', 'portret']",NL-HlmNHA_1478_37758K00_34,75372,45380,1,0,2022-07-14 20:06:27,13336,vergaderruimte,2022-07-24 19:41:09,3474,no_description_found,,
18290,"{'theater': 0.06, 'standbeeld': 0.06, 'muziek_optreden': 0.08, 'portret': 0.09, 'bos_park': 0.31}",bos_park,"['theater', 'standbeeld', 'muziek_optreden', 'portret', 'bos_park']",NL-HlmNHA_1478_36840K00_30,75339,45347,0,0,2022-07-14 17:24:59,13212,portret,2022-07-24 19:21:33,3474,no_description_found,,
18291,"{'theater': 0.06, 'standbeeld': 0.06, 'muziek_optreden': 0.08, 'portret': 0.09, 'bos_park': 0.31}",bos_park,"['theater', 'standbeeld', 'muziek_optreden', 'portret', 'bos_park']",NL-HlmNHA_1478_36840K00_30,75339,45347,0,0,2022-07-14 18:08:09,10357,bos_park,2022-07-24 19:21:33,3474,no_description_found,,
18478,"{'mensenmassa': 0.03, 'strand': 0.04, 'bos_park': 0.07, 'kunstwerk': 0.15, 'dieren_overig': 0.35000000000000003}",dieren_overig,"['mensenmassa', 'strand', 'bos_park', 'kunstwerk', 'dieren_overig']",NL-HlmNHA_1478_02945A00_09,75095,45103,0,0,2022-07-13 18:59:01,13212,tentoonstelling,2022-07-24 12:24:52,3474,no_description_found,,
18479,"{'mensenmassa': 0.03, 'strand': 0.04, 'bos_park': 0.07, 'kunstwerk': 0.15, 'dieren_overig': 0.35000000000000003}",dieren_overig,"['mensenmassa', 'strand', 'bos_park', 'kunstwerk', 'dieren_overig']",NL-HlmNHA_1478_02945A00_09,75095,45103,0,0,2022-07-14 11:09:10,21351,no_description_found,2022-07-24 12:24:52,3474,no_description_found,,
