,predictions,top_1,top_5,title,image_id,scan_id,too_difficult,unusable,annotated_on,annotator_id,annotated_label,checked_on,validator_id,corrected_label,toelichting,gebruiker_id,agreement,in_top_1,in_top_5
27591,"{'bakkerij': 0.03, 'portret': 0.03, 'uitreiking_huldiging': 0.04, 'groepsportret': 0.12, 'fietsende_mensen': 0.39}",fietsende_mensen,"['bakkerij', 'portret', 'uitreiking_huldiging', 'groepsportret', 'fietsende_mensen']",NL-HlmNHA_1478_29348K01_36,48621,18629,0,0,2022-04-08 11:15:42,21351,ziekenhuis,2022-05-03 10:51:12,18244,no_description_found,lift in bus voor rolstoel,16679.0,disagree,0,0
27919,"{'brand': 0.02, 'honkbal': 0.05, 'sinterklaas': 0.13, 'gymnastiek': 0.25, 'portret': 0.39}",portret,"['brand', 'honkbal', 'sinterklaas', 'gymnastiek', 'portret']",NL-HlmNHA_1478_30903K00_37,49082,19090,0,0,2022-04-08 20:15:02,21510,no_description_found,2022-05-03 21:55:22,18244,no_description_found,abseiler,21510.0,agree,0,0
27943,"{'fabriek': 0.03, 'standbeeld': 0.05, 'woonwijk': 0.05, 'brand': 0.06, 'waterweg': 0.36}",waterweg,"['fabriek', 'standbeeld', 'woonwijk', 'brand', 'waterweg']",NL-HlmNHA_1478_28294K00_17,48892,18900,0,0,2022-04-08 16:21:27,19574,gebouw,2022-05-03 19:32:34,13945,no_description_found,Oude slot Heemstede,21510.0,agree,0,0
29408,"{'standbeeld': 0.01, 'keuken': 0.01, 'tentoonstelling': 0.02, 'portret': 0.06, 'kunstwerk': 0.85}",kunstwerk,"['standbeeld', 'keuken', 'tentoonstelling', 'portret', 'kunstwerk']",NL-HlmNHA_1478_45837K02_28,49420,19428,0,0,2022-04-09 17:06:51,21497,no_description_found,2022-05-04 10:28:47,18244,no_description_found,Ludieke soft seksuele twist met energiedrank,9686.0,disagree,0,0
29444,"{'markt': 0.02, 'vergaderruimte': 0.03, 'sinterklaas': 0.17, 'mensenmassa': 0.29, 'klaslokaal': 0.29}",klaslokaal,"['markt', 'vergaderruimte', 'sinterklaas', 'mensenmassa', 'klaslokaal']",NL-HlmNHA_1478_43987K00_14,49357,19365,0,0,2022-04-09 14:46:09,13212,groepsportret,2022-05-04 09:59:39,18244,no_description_found,Kussentjes voor kinderen om in grote mensenstoelen te zitten,9686.0,disagree,0,0
29967,"{'geestelijken': 0.03, 'portret': 0.05, 'speech': 0.16, 'sinterklaas': 0.22, 'uitreiking_huldiging': 0.36}",uitreiking_huldiging,"['geestelijken', 'portret', 'speech', 'sinterklaas', 'uitreiking_huldiging']",NL-HlmNHA_1478_33889K00_35,49525,19533,0,0,2022-04-09 20:35:38,21510,no_description_found,2022-05-04 15:04:21,9686,no_description_found,Het spiraal proberen,21510.0,agree,0,0
30221,"{'etalage': 0.04, 'straat': 0.04, 'bouwplaats': 0.13, 'huisje': 0.16, 'strand': 0.2}",strand,"['etalage', 'straat', 'bouwplaats', 'huisje', 'strand']",NL-HlmNHA_1478_45419K01_01,49655,19663,0,0,2022-04-10 09:40:19,21510,straat,2022-05-04 18:44:50,13212,no_description_found,winkels/restaurants aan de Kennemerboulevard te IJmuiden,21510.0,agree,0,0
30747,"{'mensenmassa': 0.04, 'muziek_optreden': 0.04, 'groepsportret': 0.13, 'demonstratie': 0.15, 'portret': 0.44}",portret,"['mensenmassa', 'muziek_optreden', 'groepsportret', 'demonstratie', 'portret']",NL-HlmNHA_1478_45384K00_16,49993,20001,0,0,2022-04-10 21:01:26,21510,no_description_found,2022-05-05 10:54:55,9686,no_description_found,Boekwerken over artiesten,21510.0,agree,0,0
30869,"{'markt': 0.08, 'muziek_optreden': 0.08, 'mensenmassa': 0.1, 'demonstratie': 0.11, 'tentoonstelling': 0.21}",tentoonstelling,"['markt', 'muziek_optreden', 'mensenmassa', 'demonstratie', 'tentoonstelling']",NL-HlmNHA_1478_45912K02_05,50031,20039,0,0,2022-04-11 09:46:56,21510,muziek_optreden,2022-05-05 11:34:25,13945,no_description_found,Prikbord,21510.0,disagree,0,0
31259,"{'groepsportret': 0.04, 'muziek_optreden': 0.08, 'portret': 0.1, 'gebouw': 0.19, 'voetbal': 0.37}",voetbal,"['groepsportret', 'muziek_optreden', 'portret', 'gebouw', 'voetbal']",NL-HlmNHA_1478_40608K00_01,49860,19868,1,1,2022-04-10 13:44:01,19574,sport_overig,2022-05-04 22:57:32,18244,no_description_found,"stoeltjes gestapeld, worden het veld overgedragen",9686.0,disagree,0,0
31356,"{'borden_gevelsteen': 0.07, 'kunstwerk': 0.08, 'voetbal': 0.12, 'groepsportret': 0.12, 'muziek_optreden': 0.14}",muziek_optreden,"['borden_gevelsteen', 'kunstwerk', 'voetbal', 'groepsportret', 'muziek_optreden']",NL-HlmNHA_1478_45889K00_01,50028,20036,0,0,2022-04-11 09:40:43,16668,no_description_found,2022-05-05 11:33:51,13945,no_description_found,Lesboeken esparanto,21510.0,agree,0,0
31374,"{'mensenmassa': 0.07, 'gebouw': 0.07, 'kunstwerk': 0.14, 'muziek_optreden': 0.16, 'straat': 0.2}",straat,"['mensenmassa', 'gebouw', 'kunstwerk', 'muziek_optreden', 'straat']",NL-HlmNHA_1478_43213K00_01,49936,19944,1,0,2022-04-10 17:14:27,23811,brug,2022-05-04 19:42:23,13212,no_description_found,Doorkijk via vangrail op boom voor een weiland met dorp in de verte,9686.0,disagree,0,0
31420,"{'woonwijk': 0.04, 'muziek_optreden': 0.06, 'voetbal': 0.12, 'borden_gevelsteen': 0.21, 'portret': 0.31}",portret,"['woonwijk', 'muziek_optreden', 'voetbal', 'borden_gevelsteen', 'portret']",NL-HlmNHA_1478_45485K00_22,50003,20011,0,1,2022-04-10 21:12:33,21510,portret,2022-05-05 11:30:10,9686,no_description_found,Het hoofdplaatje is leeg,9686.0,disagree,0,0
31472,"{'gebouw': 0.02, 'toren': 0.03, 'portret': 0.03, 'straat': 0.17, 'borden_gevelsteen': 0.62}",borden_gevelsteen,"['gebouw', 'toren', 'portret', 'straat', 'borden_gevelsteen']",NL-HlmNHA_1478_44924K01_37,49974,19982,0,0,2022-04-10 20:49:35,21510,no_description_found,2022-05-04 19:54:39,13212,no_description_found,Flitspaal,21510.0,agree,0,0
31498,"{'markt': 0.03, 'tentoonstelling': 0.1, 'sinterklaas': 0.12, 'portret': 0.15, 'kunstwerk': 0.39}",kunstwerk,"['markt', 'tentoonstelling', 'sinterklaas', 'portret', 'kunstwerk']",NL-HlmNHA_1478_45914K00_33,50032,20040,0,0,2022-04-11 09:50:50,21510,no_description_found,2022-05-05 11:34:30,18244,no_description_found,Cd hoesjes met bovenop Celine Dion,21510.0,agree,0,0
31589,"{'tentoonstelling': 0.02, 'cafe': 0.05, 'vergaderruimte': 0.06, 'woonkamer': 0.14, 'kantoor': 0.62}",kantoor,"['tentoonstelling', 'cafe', 'vergaderruimte', 'woonkamer', 'kantoor']",NL-HlmNHA_1478_45793K00_34,50369,20377,0,0,2022-04-11 11:37:25,16668,kantoor,2022-05-05 17:28:17,21510,no_description_found,mensen in een wed kantoor,21510.0,disagree,0,0
31798,"{'kunstwerk': 0.04, 'groepsportret': 0.06, 'tentoonstelling': 0.07, 'geestelijken': 0.21, 'portret': 0.35000000000000003}",portret,"['kunstwerk', 'groepsportret', 'tentoonstelling', 'geestelijken', 'portret']",NL-HlmNHA_1478_45503K00_42,50342,20350,0,0,2022-04-11 11:29:49,16668,no_description_found,2022-05-05 17:20:52,21510,no_description_found,"Collectie Paolo Cecare onderbroeken, boxer-shorts",9686.0,agree,0,0
32651,"{'borden_gevelsteen': 0.04, 'bouwplaats': 0.06, 'huisje': 0.09, 'portret': 0.2, 'sneeuwlandschap': 0.2}",sneeuwlandschap,"['borden_gevelsteen', 'bouwplaats', 'huisje', 'portret', 'sneeuwlandschap']",NL-HlmNHA_1478_45022K00_05,50698,20706,0,0,2022-04-11 14:25:38,13212,huisje,2022-05-05 20:24:32,21510,no_description_found,Nieuwste fietsenstalling voor in de tuin,21510.0,disagree,0,0
32712,"{'auto_ongeluk': 0.06, 'uitreiking_huldiging': 0.09, 'ongeluk_brancard': 0.1, 'sinterklaas': 0.11, 'mensen_op_een_boot': 0.31}",mensen_op_een_boot,"['auto_ongeluk', 'uitreiking_huldiging', 'ongeluk_brancard', 'sinterklaas', 'mensen_op_een_boot']",NL-HlmNHA_1478_44867K00_09,50676,20684,0,0,2022-04-11 14:19:37,13212,militair,2022-05-05 20:05:26,21510,no_description_found,"wegbrengen munitie voor de veiligheid door de EOD , explosieven opruimings dienst,",21510.0,disagree,0,0
32790,"{'winkel_binnen': 0.05, 'kantoor': 0.08, 'tentoonstelling': 0.14, 'klaslokaal': 0.19, 'fabriek': 0.31}",fabriek,"['winkel_binnen', 'kantoor', 'tentoonstelling', 'klaslokaal', 'fabriek']",NL-HlmNHA_1478_42605K00_14,50562,20570,0,0,2022-04-11 13:29:27,13212,markt,2022-05-05 19:53:57,21510,no_description_found,Opbouw beurs,21510.0,disagree,0,0
33113,"{'markt': 0.01, 'optocht': 0.01, 'huisje': 0.02, 'muziek_optreden': 0.07, 'mensenmassa': 0.77}",mensenmassa,"['markt', 'optocht', 'huisje', 'muziek_optreden', 'mensenmassa']",NL-HlmNHA_1478_45030K00_11,50701,20709,0,0,2022-04-11 14:26:38,13212,mensenmassa,2022-05-05 20:33:03,21510,no_description_found,"Opening clubhuis MHC de Reigers, Arnolduspark 5 te Hoofddorp",21510.0,agree,0,0
33119,"{'straat': 0.04, 'kade': 0.05, 'auto_ongeluk': 0.06, 'fabriek': 0.09, 'portret': 0.5}",portret,"['straat', 'kade', 'auto_ongeluk', 'fabriek', 'portret']",NL-HlmNHA_1478_51226K00_19,50810,20818,0,0,2022-04-11 18:07:35,13212,portret,2022-05-05 20:34:26,21510,no_description_found,Tunnel 11985,21510.0,disagree,0,0
33195,"{'fabriek': 0.03, 'gebouw': 0.1, 'straat': 0.14, 'auto': 0.28, 'woonwijk': 0.38}",woonwijk,"['fabriek', 'gebouw', 'straat', 'auto', 'woonwijk']",NL-HlmNHA_1478_NN132K00_28,50839,20847,0,0,2022-04-11 18:16:57,13212,auto,2022-05-05 20:46:46,21510,no_description_found,Parkeerterrein Gravinnensteeg/ Spaarne,21510.0,agree,0,0
33319,"{'bloementuin': 0.02, 'vijver_plas': 0.03, 'straat': 0.06, 'bouwplaats': 0.07, 'bos_park': 0.67}",bos_park,"['bloementuin', 'vijver_plas', 'straat', 'bouwplaats', 'bos_park']",NL-HlmNHA_1478_44919K00_09,50683,20691,0,0,2022-04-11 14:21:38,13212,bouwplaats,2022-05-05 20:12:46,21510,no_description_found,"Hoogovengasleiding naar PEN centrale, opname vanaf Noordersluisweg Velsen-Noord",9686.0,disagree,0,0
33533,"{'uitreiking_huldiging': 0.04, 'kapper': 0.04, 'groepsportret': 0.05, 'woonkamer': 0.06, 'etende_mensen': 0.52}",etende_mensen,"['uitreiking_huldiging', 'kapper', 'groepsportret', 'woonkamer', 'etende_mensen']",NL-HlmNHA_1478_42327K00_18,50899,20907,0,0,2022-04-11 18:37:14,13212,markt,2022-05-05 20:58:07,21510,no_description_found,Taxatie middag van kunst,21510.0,agree,0,0
33681,"{'plattegrond': 0.0, 'bibliotheek_boekwinkel': 0.0, 'standbeeld': 0.03, 'tentoonstelling': 0.15, 'kunstwerk': 0.8200000000000001}",kunstwerk,"['plattegrond', 'bibliotheek_boekwinkel', 'standbeeld', 'tentoonstelling', 'kunstwerk']",NL-HlmNHA_1478_44261K00_01,50945,20953,0,0,2022-04-11 18:51:14,13212,kunstwerk,2022-05-05 22:35:50,18244,no_description_found,stripverhaal,21510.0,disagree,0,0
33779,"{'woonwijk': 0.03, 'haven': 0.06, 'scheepswerf': 0.11, 'brug': 0.22, 'straat': 0.4}",straat,"['woonwijk', 'haven', 'scheepswerf', 'brug', 'straat']",NL-HlmNHA_1478_40341K00_12,50868,20876,0,0,2022-04-11 18:27:24,13212,kamperen,2022-05-05 20:51:07,21510,no_description_found,Camping de branding afgesloten,21510.0,disagree,0,0
34770,"{'groepsportret': 0.05, 'portret': 0.08, 'kantoor': 0.14, 'klaslokaal': 0.24, 'vergaderruimte': 0.24}",vergaderruimte,"['groepsportret', 'portret', 'kantoor', 'klaslokaal', 'vergaderruimte']",NL-HlmNHA_1478_48170K00_06,51222,21230,0,0,2022-04-12 11:03:34,21351,demonstratie,2022-05-05 20:47:24,13212,no_description_found,Seminar over vandalisme,9686.0,disagree,0,0
35015,"{'kantoor': 0.06, 'cafe': 0.1, 'muziek_optreden': 0.21, 'etalage': 0.22, 'portret': 0.30000000000000004}",portret,"['kantoor', 'cafe', 'muziek_optreden', 'etalage', 'portret']",NL-HlmNHA_1478_51159K00_33,51448,21456,0,0,2022-04-12 18:51:07,13945,no_description_found,2022-05-06 10:57:09,9686,no_description_found,Audiovisuele opstelling in winkel of iets anders.,9686.0,agree,0,0
35025,"{'cafe': 0.06, 'winkel_binnen': 0.08, 'portret': 0.1, 'groepsportret': 0.11, 'uitreiking_huldiging': 0.59}",uitreiking_huldiging,"['cafe', 'winkel_binnen', 'portret', 'groepsportret', 'uitreiking_huldiging']",NL-HlmNHA_1478_50732K00_13,51414,21422,0,0,2022-04-12 16:19:04,2676,uitreiking_huldiging,2022-05-06 12:50:37,13945,no_description_found,Sportteam op Schiphol,9686.0,disagree,0,0
35739,"{'groepsportret': 0.06, 'portret': 0.07, 'standbeeld': 0.11, 'herdenking': 0.14, 'muziek_optreden': 0.21}",muziek_optreden,"['groepsportret', 'portret', 'standbeeld', 'herdenking', 'muziek_optreden']",NL-HlmNHA_1478_51729K00_13,51841,21849,0,0,2022-04-13 12:31:27,21510,no_description_found,2022-05-06 17:53:37,13212,no_description_found,afslagplaats golf,21510.0,agree,0,0
36031,"{'vergaderruimte': 0.03, 'mensenmassa': 0.04, 'voetbal': 0.11, 'honkbal': 0.12, 'portret': 0.53}",portret,"['vergaderruimte', 'mensenmassa', 'voetbal', 'honkbal', 'portret']",NL-HlmNHA_1478_49179K00_13,51666,21674,0,1,2022-04-13 11:02:14,21510,no_description_found,2022-05-06 15:36:42,9686,no_description_found,"Annexfoto te weinig zeggend, publiek toekijkend.",9686.0,agree,0,0
36105,"{'tentoonstelling': 0.01, 'bakkerij': 0.02, 'portret': 0.1, 'geestelijken': 0.38, 'kunstwerk': 0.45}",kunstwerk,"['tentoonstelling', 'bakkerij', 'portret', 'geestelijken', 'kunstwerk']",NL-HlmNHA_1478_48481K00_29,51614,21622,0,0,2022-04-13 10:34:16,21510,no_description_found,2022-05-06 15:10:46,18244,no_description_found,Sjaals van Colorado,21510.0,agree,0,0
36125,"{'theater': 0.07, 'winkel_binnen': 0.08, 'portret': 0.1, 'woonkamer': 0.11, 'fabriek': 0.44}",fabriek,"['theater', 'winkel_binnen', 'portret', 'woonkamer', 'fabriek']",NL-HlmNHA_1478_48663K00_39,52286,22294,0,0,2022-04-13 18:54:10,13212,portret,2022-05-06 23:47:18,695,no_description_found,interview over schoenen met Jan Jansen?,21510.0,disagree,0,0
37131,"{'ontvangst_afscheid': 0.03, 'speech': 0.04, 'tentoonstelling': 0.11, 'mensenmassa': 0.24, 'markt': 0.34}",markt,"['ontvangst_afscheid', 'speech', 'tentoonstelling', 'mensenmassa', 'markt']",NL-HlmNHA_1478_52194K00_29,52903,22911,0,0,2022-04-14 18:06:39,13212,binnen,2022-05-08 10:02:09,21510,no_description_found,Rondleiding in een bedrijf,21510.0,disagree,0,0
37306,"{'gebouw': 0.04, 'speech': 0.06, 'winkel_binnen': 0.12, 'portret': 0.15, 'muziek_optreden': 0.4}",muziek_optreden,"['gebouw', 'speech', 'winkel_binnen', 'portret', 'muziek_optreden']",NL-HlmNHA_1478_50422K00_05,52766,22774,0,0,2022-04-14 17:15:48,23849,militair,2022-05-07 17:54:03,9686,no_description_found,"Startpistool bij wedstrijdsporten, politiepistool, in beslag genomen wapen of schietverenigingspistool.",9686.0,disagree,0,0
37398,"{'speech': 0.03, 'groepsportret': 0.03, 'ontvangst_afscheid': 0.03, 'mensen_op_trap': 0.05, 'portret': 0.75}",portret,"['speech', 'groepsportret', 'ontvangst_afscheid', 'mensen_op_trap', 'portret']",NL-HlmNHA_1478_48716K00_01,52658,22666,0,0,2022-04-13 22:48:43,13212,portret,2022-05-07 17:28:36,21510,no_description_found,Voorname persoon voor auto met chauffeur,9686.0,agree,0,0
37606,"{'mensen_op_een_boot': 0.0, 'boten': 0.01, 'brug': 0.06, 'haven': 0.29, 'waterweg': 0.61}",waterweg,"['mensen_op_een_boot', 'boten', 'brug', 'haven', 'waterweg']",NL-HlmNHA_1478_48633K00_37,52649,22657,0,0,2022-04-13 22:45:16,13212,brug,2022-05-07 17:26:15,21510,no_description_found,Draaibrug geopend,9686.0,agree,0,0
37772,"{'cafe': 0.03, 'bruiloft': 0.04, 'etende_mensen': 0.1, 'klaslokaal': 0.12, 'winkel_binnen': 0.46}",winkel_binnen,"['cafe', 'bruiloft', 'etende_mensen', 'klaslokaal', 'winkel_binnen']",NL-HlmNHA_1478_52089K00_24,52897,22905,0,0,2022-04-14 18:04:41,13212,winkel_binnen,2022-05-08 09:59:34,21510,no_description_found,Verzamelpunt van spullen voor kinderen,21510.0,agree,0,0
38353,"{'haven': 0.03, 'ziekenhuis': 0.04, 'straat': 0.05, 'huisje': 0.21, 'fabriek': 0.5}",fabriek,"['haven', 'ziekenhuis', 'straat', 'huisje', 'fabriek']",NL-HlmNHA_1478_51375K00_30,53191,23199,0,0,2022-04-14 22:39:22,22354,huisje,2022-05-08 16:30:14,9686,no_description_found,"Afvalcontainer met stortopening rechtsachter, uitstort voor.",9686.0,disagree,0,0
38715,"{'kerk_buiten': 0.03, 'toren': 0.04, 'brand': 0.08, 'bouwplaats': 0.13, 'kunstwerk': 0.51}",kunstwerk,"['kerk_buiten', 'toren', 'brand', 'bouwplaats', 'kunstwerk']",NL-HlmNHA_1478_33282K00_10,52938,22946,0,0,2022-04-14 18:24:50,13212,groepsportret,2022-05-08 10:44:51,9686,no_description_found,"Brandweer, 2 leden, met antieke paard en brandweerwagen tractie.",9686.0,disagree,0,0
38795,"{'sinterklaas': 0.01, 'fabriek': 0.03, 'tentoonstelling': 0.05, 'kantoor': 0.42, 'winkel_binnen': 0.44}",winkel_binnen,"['sinterklaas', 'fabriek', 'tentoonstelling', 'kantoor', 'winkel_binnen']",NL-HlmNHA_1478_32937K00_16,52927,22935,0,0,2022-04-14 18:19:44,13212,tentoonstelling,2022-05-08 10:26:35,21510,no_description_found,Presentatie nieuwe computer met een Qwerty toetsenbord,21510.0,disagree,0,0
38843,"{'optocht': 0.08, 'uitreiking_huldiging': 0.1, 'mensenmassa': 0.13, 'etalage': 0.16, 'demonstratie': 0.23}",demonstratie,"['optocht', 'uitreiking_huldiging', 'mensenmassa', 'etalage', 'demonstratie']",NL-HlmNHA_1478_32345K00_15,52905,22913,0,0,2022-04-14 18:07:12,13212,uitreiking_huldiging,2022-05-08 10:07:59,21510,no_description_found,"Wooncentrum DE Schelphoek, Büllelaan Beverwijk",21510.0,agree,0,0
38889,"{'portret': 0.04, 'speech': 0.04, 'vlag_hijsen': 0.06, 'uitreiking_huldiging': 0.21, 'groepsportret': 0.42}",groepsportret,"['portret', 'speech', 'vlag_hijsen', 'uitreiking_huldiging', 'groepsportret']",NL-HlmNHA_1478_34729K00_37,53423,23431,0,0,2022-04-15 12:03:16,21351,no_description_found,2022-05-08 21:28:24,21510,no_description_found,opening parkeergarage,21510.0,disagree,0,0
38909,"{'bruiloft': 0.07, 'buiten_zwembad': 0.08, 'gymnastiek': 0.14, 'portret': 0.17, 'uitreiking_huldiging': 0.26}",uitreiking_huldiging,"['bruiloft', 'buiten_zwembad', 'gymnastiek', 'portret', 'uitreiking_huldiging']",NL-HlmNHA_1478_32915K00_29,53278,23286,0,0,2022-04-15 10:23:13,148,mensenmassa,2022-05-08 20:39:58,21510,no_description_found,Miss verkiezing,21510.0,disagree,0,0
39029,"{'woonkamer': 0.07, 'etende_mensen': 0.1, 'uitreiking_huldiging': 0.13, 'tentoonstelling': 0.19, 'vergaderruimte': 0.22}",vergaderruimte,"['woonkamer', 'etende_mensen', 'uitreiking_huldiging', 'tentoonstelling', 'vergaderruimte']",NL-HlmNHA_1478_32793K00_15,53269,23277,0,0,2022-04-15 10:18:16,148,tentoonstelling,2022-05-08 20:35:06,21510,no_description_found,vraaggesprek met Paul Witteman (links),21510.0,agree,0,0
39233,"{'bruiloft': 0.0, 'vijver_plas': 0.0, 'uitreiking_huldiging': 0.01, 'groepsportret': 0.15, 'portret': 0.8300000000000001}",portret,"['bruiloft', 'vijver_plas', 'uitreiking_huldiging', 'groepsportret', 'portret']",NL-HlmNHA_1478_32711K00_30,53260,23268,0,0,2022-04-15 10:12:28,148,groepsportret,2022-05-08 20:27:25,21510,no_description_found,jongens bij een uit oorlog gevonden handgranaat,21510.0,disagree,0,0
39291,"{'mensenmassa': 0.07, 'straat': 0.07, 'gebouw': 0.1, 'voetbal': 0.12, 'borden_gevelsteen': 0.13}",borden_gevelsteen,"['mensenmassa', 'straat', 'gebouw', 'voetbal', 'borden_gevelsteen']",NL-HlmNHA_1478_35392K00_39,53474,23482,0,1,2022-04-15 14:37:58,23838,no_description_found,2022-05-09 17:15:27,13945,no_description_found,"Reparateur onderhoud automaten bij openstaande automaat,",9686.0,agree,0,0
39315,"{'straat': 0.07, 'portret': 0.07, 'kunstwerk': 0.09, 'borden_gevelsteen': 0.11, 'gebouw': 0.30000000000000004}",gebouw,"['straat', 'portret', 'kunstwerk', 'borden_gevelsteen', 'gebouw']",NL-HlmNHA_1478_32480K00_22,53236,23244,0,0,2022-04-15 01:06:51,23750,kunstwerk,2022-05-08 20:05:25,21510,no_description_found,Vlieger 'Moira' wordt opgelaten om te vliegeren.,9686.0,agree,0,0
39415,"{'markt': 0.01, 'etende_mensen': 0.02, 'muziek_optreden': 0.04, 'winkel_binnen': 0.15, 'fabriek': 0.68}",fabriek,"['markt', 'etende_mensen', 'muziek_optreden', 'winkel_binnen', 'fabriek']",NL-HlmNHA_1478_33011K00_41,53284,23292,0,0,2022-04-15 10:26:06,148,fabriek,2022-05-08 20:43:44,21510,no_description_found,opslagplaats van verzamelaar,21510.0,disagree,0,0
39487,"{'borden_gevelsteen': 0.02, 'tentoonstelling': 0.02, 'gebouw': 0.03, 'portret': 0.06, 'kantoor': 0.79}",kantoor,"['borden_gevelsteen', 'tentoonstelling', 'gebouw', 'portret', 'kantoor']",NL-HlmNHA_1478_34728K00_22,53422,23430,0,0,2022-04-15 12:03:01,21351,kantoor,2022-05-08 21:27:27,21510,no_description_found,nieuwe telefoon,21510.0,disagree,0,0
39493,"{'portret': 0.04, 'brand': 0.06, 'gebouw': 0.08, 'bruiloft': 0.14, 'geestelijken': 0.2}",geestelijken,"['portret', 'brand', 'gebouw', 'bruiloft', 'geestelijken']",NL-HlmNHA_1478_35062K00_28,53445,23453,0,0,2022-04-15 12:08:09,21351,no_description_found,2022-05-08 21:44:23,21510,no_description_found,uitzetting,21510.0,agree,0,0
39623,"{'markt': 0.04, 'catwalk': 0.05, 'vergaderruimte': 0.06, 'aula': 0.11, 'speech': 0.45}",speech,"['markt', 'catwalk', 'vergaderruimte', 'aula', 'speech']",NL-HlmNHA_1478_32524K00_08,53239,23247,0,0,2022-04-15 01:08:31,23750,speech,2022-05-08 20:07:01,21510,no_description_found,zaal waar bingo wordt gespeeld,21510.0,disagree,0,0
39641,"{'tentoonstelling': 0.04, 'speech': 0.06, 'bruiloft': 0.07, 'ontvangst_afscheid': 0.09, 'uitreiking_huldiging': 0.58}",uitreiking_huldiging,"['tentoonstelling', 'speech', 'bruiloft', 'ontvangst_afscheid', 'uitreiking_huldiging']",NL-HlmNHA_1478_34646K00_32,53412,23420,0,0,2022-04-15 11:59:28,21351,no_description_found,2022-05-08 21:21:40,21510,no_description_found,"Overhandiging sleutels, openen gebouw",9686.0,agree,0,0
39669,"{'etalage': 0.05, 'cafe': 0.07, 'auto': 0.08, 'terras': 0.17, 'gebouw': 0.35000000000000003}",gebouw,"['etalage', 'cafe', 'auto', 'terras', 'gebouw']",NL-HlmNHA_1478_32647K00_07,53254,23262,0,0,2022-04-15 10:03:19,9686,gebouw,2022-05-08 20:22:30,21510,no_description_found,ESSO brandstofpompstation,9686.0,agree,0,0
39707,"{'gebouw': 0.06, 'kerk_buiten': 0.08, 'brand': 0.09, 'portret': 0.12, 'toren': 0.16}",toren,"['gebouw', 'kerk_buiten', 'brand', 'portret', 'toren']",NL-HlmNHA_1478_33869K00_07,53353,23361,1,0,2022-04-15 11:39:45,21351,no_description_found,2022-05-08 20:57:20,21510,no_description_found,Ballonvaart bij Paleis Soestdijk,9686.0,agree,0,0
39719,"{'visserij': 0.07, 'brug': 0.08, 'kade': 0.08, 'waterweg': 0.26, 'haven': 0.42}",haven,"['visserij', 'brug', 'kade', 'waterweg', 'haven']",NL-HlmNHA_1478_33711K00_10,53341,23349,0,0,2022-04-15 11:37:14,21351,no_description_found,2022-05-08 20:55:43,21510,no_description_found,Filmset,21510.0,disagree,0,0
39747,"{'militair': 0.07, 'mensenmassa': 0.07, 'speech': 0.08, 'muziek_optreden': 0.15, 'demonstratie': 0.25}",demonstratie,"['militair', 'mensenmassa', 'speech', 'muziek_optreden', 'demonstratie']",NL-HlmNHA_1478_34322K00_30,53383,23391,0,0,2022-04-15 11:50:25,21351,no_description_found,2022-05-08 21:12:05,21510,no_description_found,"Ploeg bewakers, evenement toezichthouders, bij stadioningang afwachtende",9686.0,agree,0,0
39864,"{'vogels': 0.03, 'dieren_overig': 0.03, 'voetbal': 0.04, 'bos_park': 0.28, 'portret': 0.35000000000000003}",portret,"['vogels', 'dieren_overig', 'voetbal', 'bos_park', 'portret']",NL-HlmNHA_1478_32918K00_37,53611,23619,0,1,2022-04-15 15:16:53,13212,no_description_found,2022-05-09 17:20:13,13945,no_description_found,"Foto van riem voor fotograaf hangend, bij anderen in bos of park",9686.0,disagree,0,0
40317,"{'vijver_plas': 0.03, 'portret': 0.08, 'bruiloft': 0.09, 'voetbal': 0.31, 'standbeeld': 0.31}",standbeeld,"['vijver_plas', 'portret', 'bruiloft', 'voetbal', 'standbeeld']",NL-HlmNHA_1478_36081K00_09,53845,23853,0,0,2022-04-16 10:50:31,21351,no_description_found,2022-05-09 19:23:19,21510,no_description_found,rommel in bos opruimen,21510.0,disagree,0,0
40351,"{'speeltuin': 0.03, 'terras': 0.06, 'gebouw': 0.09, 'brug': 0.17, 'circus': 0.39}",circus,"['speeltuin', 'terras', 'gebouw', 'brug', 'circus']",NL-HlmNHA_1478_36369K00_30,53867,23875,0,0,2022-04-16 10:57:20,21351,no_description_found,2022-05-09 19:39:22,21510,no_description_found,Opbouw tent voor Haarlem Jazz,21510.0,agree,0,0
40822,"{'optocht': 0.03, 'demonstratie': 0.03, 'mensenmassa': 0.11, 'markt': 0.36, 'muziek_optreden': 0.41000000000000003}",muziek_optreden,"['optocht', 'demonstratie', 'mensenmassa', 'markt', 'muziek_optreden']",NL-HlmNHA_1478_33527K00_25,53976,23984,0,0,2022-04-16 11:32:44,21351,demonstratie,2022-05-09 21:24:10,21510,no_description_found,Opening C&A Anegang Haarlem,21510.0,disagree,0,0
40844,"{'gymnastiek': 0.03, 'bus_truck': 0.08, 'straat': 0.12, 'garage_showroom': 0.32, 'fabriek': 0.32}",fabriek,"['gymnastiek', 'bus_truck', 'straat', 'garage_showroom', 'fabriek']",NL-HlmNHA_1478_34914K00_23,54072,24080,0,0,2022-04-16 16:37:23,23655,no_description_found,2022-05-10 13:35:28,21510,no_description_found,Grapje lange man in parkeergarage.,9686.0,agree,0,0
